SAGE	sage	NOUN	O	O	O
d'	de	ADP	O	O	O
environ	environ	ADV	O	O	O
cent	cent	NUM	O	O	O
mètres	mètre	NOUN	O	O	O
de	de	ADP	O	O	O
long	long	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
en	en	PRON	O	O	O
juger	juger	VERB	O	O	O
par	par	ADP	O	O	O
sa	son	DET	O	O	O
partie	partie	NOUN	O	O	O
supérieure	supérieur	ADJ	O	O	O
émergée	émerger	VERB	O	O	O
,	,	PUNCT	O	O	O
affectait	affecter	VERB	O	O	O
la	le	DET	O	O	O
forme	forme	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
long	long	ADJ	O	O	O
parallélépipède	parallélépipède	NOUN	O	O	O
rectangle	rectangle	ADJ	O	O	O
,	,	PUNCT	O	O	O
effilé	effiler	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
arrière	arrière	NOUN	O	O	O
et	et	CCONJ	O	O	O
terminé	terminer	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
avant	avant	NOUN	O	O	O
par	par	ADP	O	O	O
une	un	DET	O	O	O
partie	partie	NOUN	O	O	O
arrondie	arrondi	ADJ	O	O	O
en	en	ADP	O	O	O
tête	tête	NOUN	O	O	O
de	de	ADP	O	O	O
poisson	poisson	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
surface	surface	NOUN	O	O	O
,	,	PUNCT	O	O	O
entièrement	entièrement	ADV	O	O	O
lisse	lisse	ADJ	O	O	O
,	,	PUNCT	O	O	O
était	être	AUX	O	O	O
enduite	enduire	VERB	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
sorte	sorte	NOUN	O	O	O
de	de	ADP	O	O	O
vernis	vernis	NOUN	O	O	O
bleu	bleu	ADJ	O	O	O
sur	sur	ADP	O	O	O
lequel	lequel	PRON	O	O	O
s'	se	PRON	O	O	O
étalaient	étaler	VERB	O	O	O
sept	sept	NUM	O	O	O
majuscules	majuscule	NOUN	O	O	O
rouges	rouge	ADJ	O	O	O
composant	composer	VERB	O	O	O
le	le	DET	O	O	O
mot	mot	NOUN	O	O	O
:	:	PUNCT	O	O	O
SELSENIT	selsenit	PROPN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
remarquait	remarquer	VERB	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
avant	avant	NOUN	O	O	O
et	et	CCONJ	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
cinquième	cinquième	ADJ	O	O	O
environ	environ	ADV	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
longueur	longueur	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
machine	machine	NOUN	O	O	O
,	,	PUNCT	O	O	O
quelques	quelque	DET	O	O	O
petits	petit	ADJ	O	O	O
hublots	hublot	NOUN	O	O	O
parfaitement	parfaitement	ADV	O	O	O
encastrés	encastrer	VERB	O	O	O
et	et	CCONJ	O	O	O
ne	ne	ADV	O	O	O
formant	former	VERB	O	O	O
ni	ni	CCONJ	O	O	O
creux	creux	NOUN	O	O	O
ni	ni	CCONJ	O	O	O
saillies	saillie	NOUN	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
droite	droite	NOUN	O	O	O
et	et	CCONJ	O	O	O
à	à	ADP	O	O	O
gauche	gauche	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
face	face	NOUN	O	O	O
supérieure	supérieur	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
proue	proue	NOUN	O	O	O
arrondie	arrondi	ADJ	O	O	O
s'	se	PRON	O	O	O
évasait	évaser	VERB	O	O	O
;	;	PUNCT	O	O	O

elle	lui	PRON	O	O	O
formait	former	VERB	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
reste	reste	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
paroi	paroi	NOUN	O	O	O
des	un	DET	O	O	O
renflements	renflement	NOUN	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
prolongeaient	prolonger	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
arrière	arrière	NOUN	O	O	O
par	par	ADP	O	O	O
des	un	DET	O	O	O
tubes	tube	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
quinzaine	quinzaine	NOUN	O	O	O
de	de	ADP	O	O	O
mètres	mètre	NOUN	O	O	O
,	,	PUNCT	O	O	O
pareils	pareil	ADJ	O	O	O
à	à	ADP	O	O	O
des	un	DET	O	O	O
canons	canon	NOUN	O	O	O
de	de	ADP	O	O	O
gros	gros	ADJ	O	O	O
calibre	calibre	NOUN	O	O	O
et	et	CCONJ	O	O	O
légèrement	légèrement	ADV	O	O	O
obliques	oblique	ADJ	O	O	O
par	par	ADP	O	O	O
rapport	rapport	NOUN	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
axe	axe	NOUN	O	O	O
du	de	ADP	O	O	O
Selenit	selenit	PROPN	B-NOV	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
spectateurs	spectateur	NOUN	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
trouvaient	trouver	VERB	O	O	O
assez	assez	ADV	O	O	O
près	près	ADV	O	O	O
et	et	CCONJ	O	O	O
dont	dont	PRON	O	O	O
le	le	DET	O	O	O
regard	regard	NOUN	O	O	O
perçait	percer	VERB	O	O	O
la	le	DET	O	O	O
surface	surface	NOUN	O	O	O
du	de	ADP	O	O	O
fleuve	fleuve	NOUN	O	O	O
,	,	PUNCT	O	O	O
pouvaient	pouvoir	VERB	O	O	O
voir	voir	VERB	O	O	O
que	que	SCONJ	O	O	O
d'	de	DET	O	O	O
autres	autre	ADJ	O	O	O
tubes	tube	NOUN	O	O	O
semblables	semblable	ADJ	O	O	O
étaient	être	AUX	O	O	O
disposés	disposer	VERB	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
face	face	NOUN	O	O	O
inférieure	inférieur	ADJ	O	O	O
.	.	PUNCT	O	O	O

Ces	ce	DET	O	O	O
canons	canon	NOUN	O	O	O
latéraux	latéral	ADJ	O	O	O
étaient	être	AUX	O	O	O
soudés	souder	VERB	O	O	O
sur	sur	ADP	O	O	O
toute	tout	ADJ	O	O	O
leur	son	DET	O	O	O
longueur	longueur	NOUN	O	O	O
aux	à	ADP	O	O	O
parois	paroi	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
esquif	esquif	NOUN	O	O	O
par	par	ADP	O	O	O
de	de	DET	O	O	O
fortes	fort	ADJ	O	O	O
cloisons	cloison	NOUN	O	O	O
métalliques	métallique	ADJ	O	O	O
qui	qui	PRON	O	O	O
faisaient	faire	VERB	O	O	O
corps	corps	NOUN	O	O	O
avec	avec	ADP	O	O	O
les	le	DET	O	O	O
angles	angle	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
sorte	sorte	NOUN	O	O	O
que	que	SCONJ	O	O	O
l'	le	DET	O	O	O
appareil	appareil	NOUN	O	O	O
dans	dans	ADP	O	O	O
son	son	DET	O	O	O
ensemble	ensemble	NOUN	O	O	O
ressemblait	ressembler	VERB	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
énorme	énorme	ADJ	O	O	O
carreau	carreau	NOUN	O	O	O
d'	de	ADP	O	O	O
arbalète	arbalète	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
flancs	flanc	NOUN	O	O	O
du	de	ADP	O	O	O
Selenit	selenit	PROPN	B-NOV	O	O
étaient	être	AUX	O	O	O
,	,	PUNCT	O	O	O
du	de	ADP	O	O	O
reste	reste	NOUN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
partie	partie	NOUN	O	O	O
masqués	masquer	VERB	O	O	O
par	par	ADP	O	O	O
de	de	DET	O	O	O
grosses	gros	ADJ	O	O	O
pièces	pièce	NOUN	O	O	O
de	de	ADP	O	O	O
bois	bois	NOUN	O	O	O
fixées	fixer	VERB	O	O	O
avec	avec	ADP	O	O	O
des	un	DET	O	O	O
câbles	câble	NOUN	O	O	O
auxquelles	auxquelles	PRON	O	O	O
étaient	être	AUX	O	O	O
amarrés	amarrer	VERB	O	O	O
une	un	DET	O	O	O
série	série	NOUN	O	O	O
de	de	ADP	O	O	O
grands	grand	ADJ	O	O	O
flotteurs	flotteur	NOUN	O	O	O
cylindriques	cylindrique	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
était	être	AUX	O	O	O
facile	facile	ADJ	O	O	O
d'	de	ADP	O	O	O
en	en	PRON	O	O	O
conclure	conclure	VERB	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
machine	machine	NOUN	O	O	O
était	être	AUX	O	O	O
trop	trop	ADV	O	O	O
lourde	lourd	ADJ	O	O	O
pour	pour	ADP	O	O	O
surnager	surnager	VERB	O	O	O
et	et	CCONJ	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
fallu	falloir	VERB	O	O	O
l'	le	PRON	O	O	O
alléger	alléger	VERB	O	O	O
pour	pour	ADP	O	O	O
l'	le	PRON	O	O	O
empêcher	empêcher	VERB	O	O	O
de	de	ADP	O	O	O
couler	couler	VERB	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
personnes	personne	NOUN	O	O	O
douées	doué	ADJ	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
bonne	bon	ADJ	O	O	O
vue	vue	NOUN	O	O	O
pouvaient	pouvoir	VERB	O	O	O
encore	encore	ADV	O	O	O
remarquer	remarquer	VERB	O	O	O
vers	vers	ADP	O	O	O
l'	le	DET	O	O	O
avant	avant	NOUN	O	O	O
,	,	PUNCT	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
paroi	paroi	NOUN	O	O	O
supérieure	supérieur	ADJ	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
fine	fin	ADJ	O	O	O
ligne	ligne	NOUN	O	O	O
circulaire	circulaire	ADJ	O	O	O
et	et	CCONJ	O	O	O
quatre	quatre	NUM	O	O	O
solides	solide	ADJ	O	O	O
poignées	poignée	NOUN	O	O	O
qui	qui	PRON	O	O	O
révélaient	révéler	VERB	O	O	O
la	le	DET	O	O	O
présence	présence	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
capot	capot	NOUN	O	O	O
vissé	visser	VERB	O	O	O
.	.	PUNCT	O	O	O

Sur	sur	ADP	O	O	O
le	le	DET	O	O	O
quai	quai	NOUN	O	O	O
et	et	CCONJ	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
embarcations	embarcation	NOUN	O	O	O
chargées	charger	VERB	O	O	O
de	de	ADP	O	O	O
curieux	curieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
conversations	conversation	NOUN	O	O	O
allaient	aller	VERB	O	O	O
leur	son	DET	O	O	O
train	train	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
gens	gens	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
rassis	rassis	ADJ	O	O	O
ne	ne	ADV	O	O	O
pouvaient	pouvoir	VERB	O	O	O
se	se	PRON	O	O	O
défendre	défendre	VERB	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
vive	vif	ADJ	O	O	O
émotion	émotion	NOUN	O	O	O
en	en	ADP	O	O	O
pensant	penser	VERB	O	O	O
que	que	SCONJ	O	O	O
dix	dix	NUM	O	O	O
hommes	homme	NOUN	O	O	O
allaient	aller	VERB	O	O	O
bientôt	bientôt	ADV	O	O	O
s'	se	PRON	O	O	O
enfermer	enfermer	VERB	O	O	O
dans	dans	ADP	O	O	O
ce	ce	DET	O	O	O
monstre	monstre	NOUN	O	O	O
de	de	ADP	O	O	O
métal	métal	NOUN	O	O	O
pour	pour	ADP	O	O	O
tenter	tenter	VERB	O	O	O
l'	le	DET	O	O	O
aventure	aventure	NOUN	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
extraordinaire	extraordinaire	ADJ	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
soit	être	VERB	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
voyage	voyage	NOUN	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
lune	lune	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
y	y	PRON	O	O	O
avait	avoir	VERB	O	O	O
plus	plus	ADV	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
an	an	NOUN	O	O	O
que	que	SCONJ	O	O	O
cette	ce	DET	O	O	O
grande	grand	ADJ	O	O	O
question	question	NOUN	O	O	O
occupait	occuper	VERB	O	O	O
les	le	DET	O	O	O
esprits	esprit	NOUN	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
entier	entier	ADJ	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
avait	avoir	AUX	O	O	O
fait	faire	VERB	O	O	O
assez	assez	ADV	O	O	O
de	de	ADP	O	O	O
bruit	bruit	NOUN	O	O	O
autour	autour	ADV	O	O	O
de	de	ADP	O	O	O
certaines	certain	DET	O	O	O
clauses	clause	NOUN	O	O	O
du	de	ADP	O	O	O
testament	testament	NOUN	O	O	O
d'	de	ADP	O	O	O
Elie	elie	PROPN	O	O	O
Spruce	spruce	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
célèbre	célèbre	ADJ	O	O	O
fondateur	fondateur	NOUN	O	O	O
du	de	ADP	O	O	O
chantier	chantier	NOUN	O	O	O
de	de	ADP	O	O	O
constructions	construction	NOUN	O	O	O
navales	naval	ADJ	O	O	O
de	de	ADP	O	O	O
Camden	camden	PROPN	O	O	O
qui	qui	PRON	O	O	O
porte	porte	VERB	O	O	O
son	son	DET	O	O	O
nom	nom	NOUN	O	O	O
.	.	PUNCT	O	O	O

Elie	elie	PROPN	O	O	O
Spruce	spruce	PROPN	O	O	O
avait	avoir	AUX	O	O	O
été	être	AUX	O	O	O
frappé	frapper	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
études	étude	NOUN	O	O	O
de	de	ADP	O	O	O
certains	certain	DET	O	O	O
savants	savant	NOUN	O	O	O
qui	qui	PRON	O	O	O
avaient	avoir	AUX	O	O	O
conclu	conclure	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
possibilité	possibilité	NOUN	O	O	O
d'	de	ADP	O	O	O
envoyer	envoyer	VERB	O	O	O
un	un	DET	O	O	O
projectile	projectile	NOUN	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
lune	lune	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
cela	celer	PRON	O	O	O
dans	dans	ADP	O	O	O
des	un	DET	O	O	O
conditions	condition	NOUN	O	O	O
telles	tel	ADJ	O	O	O
que	que	SCONJ	O	O	O
des	un	DET	O	O	O
hommes	homme	NOUN	O	O	O
puissent	pouvoir	VERB	O	O	O
s'	se	PRON	O	O	O
y	y	PRON	O	O	O
enfermer	enfermer	VERB	O	O	O
sans	sans	ADP	O	O	O
risquer	risquer	VERB	O	O	O
d'	de	ADP	O	O	O
être	être	AUX	O	O	O
tués	tuer	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
chocs	choc	NOUN	O	O	O
,	,	PUNCT	O	O	O
soit	être	CCONJ	O	O	O
au	au	ADP	O	O	O
départ	départ	NOUN	O	O	O
,	,	PUNCT	O	O	O
soit	être	CCONJ	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
arrivée	arrivée	NOUN	O	O	O
;	;	PUNCT	O	O	O

il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
retenu	retenir	VERB	O	O	O
en	en	ADP	O	O	O
particulier	particulier	ADJ	O	O	O
l'	le	DET	O	O	O
idée	idée	NOUN	O	O	O
de	de	ADP	O	O	O
M.	m.	NOUN	O	O	O
Esnault	esnault	PROPN	O	O	O
-	-	PROPN	O	O	O
Pelterie	pelterie	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
a	avoir	AUX	O	O	O
préconisé	préconiser	VERB	O	O	O
l'	le	DET	O	O	O
emploi	emploi	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
appareil	appareil	NOUN	O	O	O
propulsé	propulser	VERB	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
recul	recul	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
poudre	poudre	NOUN	O	O	O
fusante	fusant	ADJ	O	O	O
(	(	PUNCT	O	O	O
1	1	NUM	O	O	O
)	)	PUNCT	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
vrai	vrai	ADJ	O	O	O
dire	dire	NOUN	O	O	O
,	,	PUNCT	O	O	O
Esnault	esnault	PROPN	O	O	O
-	-	PROPN	O	O	O
Pelterie	pelterie	PROPN	O	O	O
a	avoir	AUX	O	O	O
conclu	conclure	VERB	O	O	O
que	que	SCONJ	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
état	état	NOUN	O	O	O
actuel	actuel	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
solution	solution	NOUN	O	O	O
,	,	PUNCT	O	O	O
théoriquement	théoriquement	ADV	O	O	O
possible	possible	ADJ	O	O	O
,	,	PUNCT	O	O	O
du	de	ADP	O	O	O
problème	problème	NOUN	O	O	O
ne	ne	ADV	O	O	O
peut	pouvoir	VERB	O	O	O
être	être	AUX	O	O	O
réalisée	réaliser	VERB	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
pratique	pratique	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
remarque	remarque	VERB	O	O	O
que	que	SCONJ	O	O	O
les	le	DET	O	O	O
explosifs	explosif	NOUN	O	O	O
modernes	moderne	ADJ	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
puissants	puissant	ADJ	O	O	O
ne	ne	ADV	O	O	O
renferment	renfermer	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
un	un	DET	O	O	O
poids	poids	NOUN	O	O	O
donné	donner	VERB	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
énergie	énergie	NOUN	O	O	O
néces	néce	ADJ	O	O	O
saire	sair	ADJ	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
propulsion	propulsion	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
véhicule	véhicule	NOUN	O	O	O
destiné	destiner	VERB	O	O	O
à	à	ADP	O	O	O
accomplir	accomplir	VERB	O	O	O
le	le	DET	O	O	O
trajet	trajet	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
terre	terre	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
lune	lune	NOUN	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
Elie	elie	PROPN	O	O	O
Spruce	spruce	PROPN	O	O	O
n'	ne	ADV	O	O	O
acceptait	accepter	VERB	O	O	O
pas	pas	ADV	O	O	O
sans	sans	ADP	O	O	O
réserve	réserve	NOUN	O	O	O
les	le	DET	O	O	O
con	con	NOUN	O	O	O
clusions	clusion	NOUN	O	O	O
du	de	ADP	O	O	O
savant	savant	ADJ	O	O	O
ingénieur	ingénieur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
faisait	faire	AUX	O	O	O
observer	observer	VERB	O	O	O
que	que	SCONJ	O	O	O
ce	ce	DET	O	O	O
dernier	dernier	ADJ	O	O	O
limite	limite	VERB	O	O	O
arbitrairement	arbitrairement	ADV	O	O	O
la	le	DET	O	O	O
consommation	consommation	NOUN	O	O	O
d'	de	ADP	O	O	O
explo	explo	NOUN	O	O	O
sif	sif	PROPN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
admettant	admettre	VERB	O	O	O
qu'	que	SCONJ	O	O	O
un	un	DET	O	O	O
véhicule	véhicule	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
tonne	tonne	NOUN	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
exemple	exemple	NOUN	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
pourra	pouvoir	VERB	O	O	O
brûler	brûler	VERB	O	O	O
que	que	ADV	O	O	O
trois	trois	NUM	O	O	O
cents	cent	NUM	O	O	O
kilogrammes	kilogramme	NOUN	O	O	O
de	de	ADP	O	O	O
poudre	poudre	NOUN	O	O	O
,	,	PUNCT	O	O	O
soit	soit	ADV	O	O	O
moins	moins	ADV	O	O	O
du	de	ADP	O	O	O
tiers	tiers	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
poids	poids	NOUN	O	O	O
,	,	PUNCT	O	O	O
car	car	CCONJ	O	O	O
on	on	PRON	O	O	O
doit	devoir	VERB	O	O	O
,	,	PUNCT	O	O	O
dit	dire	VERB	O	O	O
M.	m.	NOUN	O	O	O
Esnault	esnault	PROPN	O	O	O
-	-	PROPN	O	O	O
Pelterie	pelterie	PROPN	O	O	O
,	,	PUNCT	O	O	O
consacrer	consacrer	VERB	O	O	O
au	au	ADP	O	O	O
moins	moins	ADV	O	O	O
sept	sept	DET	O	O	O
cents	cent	DET	O	O	O
kilos	kilo	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
construction	construction	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
véhicule	véhicule	NOUN	O	O	O
habitable	habitable	ADJ	O	O	O
.	.	PUNCT	O	O	O

Or	or	CCONJ	O	O	O
,	,	PUNCT	O	O	O
cette	ce	DET	O	O	O
proportion	proportion	NOUN	O	O	O
est	être	AUX	O	O	O
notoirement	notoirement	ADV	O	O	O
insuffisante	insuffisant	ADJ	O	O	O
pour	pour	ADP	O	O	O
obliger	obliger	VERB	O	O	O
le	le	DET	O	O	O
projectile	projectile	NOUN	O	O	O
à	à	ADP	O	O	O
quitter	quitter	VERB	O	O	O
la	le	DET	O	O	O
terre	terre	NOUN	O	O	O
.	.	PUNCT	O	O	O

Elie	elie	PROPN	O	O	O
Spruce	spruce	PROPN	O	O	O
envisage	envisager	VERB	O	O	O
le	le	DET	O	O	O
problème	problème	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
autre	autre	ADJ	O	O	O
façon	façon	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
le	le	PRON	O	O	O
pose	pose	VERB	O	O	O
ainsi	ainsi	ADV	O	O	O
:	:	PUNCT	O	O	O

Etant	eter	VERB	O	O	O
donné	donner	VERB	O	O	O
une	un	DET	O	O	O
masse	masse	NOUN	O	O	O
d'	de	ADP	O	O	O
explosif	explosif	NOUN	O	O	O
fusant	fuser	VERB	O	O	O
capable	capable	ADJ	O	O	O
