Première	premier	ADJ	O	O	O
rapide	rapide	ADJ	O	O	O
virent	voir	VERB	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
éloigner	éloigner	VERB	O	O	O
du	de	ADP	O	O	O
côté	côté	NOUN	O	O	O
de	de	ADP	O	O	O
Saint	saint	PROPN	O	O	O
-	-	PROPN	O	O	O
Cloud	cloud	PROPN	O	O	O
.	.	PUNCT	O	O	O

Simple	simple	ADJ	O	O	O
enlèvement	enlèvement	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
lendemain	lendemain	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
savait	savoir	VERB	O	O	O
la	le	DET	O	O	O
vérité	vérité	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
comte	comte	NOUN	O	O	O
Alexis	alexis	PROPN	O	O	O
Vorski	vorski	PROPN	O	O	O
,	,	PUNCT	O	O	O
jeune	jeune	ADJ	O	O	O
gentilhomme	gentilhomme	NOUN	O	O	O
polonais	polonais	ADJ	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	PUNCT	O	O	O
assez	assez	ADV	O	O	O
mauvaise	mauvais	ADJ	O	O	O
réputation	réputation	NOUN	O	O	O
mais	mais	CCONJ	O	O	O
de	de	ADP	O	O	O
grande	grand	ADJ	O	O	O
allure	allure	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
disait	dire	VERB	O	O	O
de	de	ADP	O	O	O
sang	sang	NOUN	O	O	O
royal	royal	ADJ	O	O	O
,	,	PUNCT	O	O	O
aimait	aimer	VERB	O	O	O
Véronique	véronique	PROPN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
Hergemont	hergemont	PROPN	O	O	O
et	et	CCONJ	O	O	O
Véronique	véronique	PROPN	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
aimait	aimer	VERB	O	O	O
.	.	PUNCT	O	O	O

Repoussé	repousser	VERB	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
père	père	NOUN	O	O	O
,	,	PUNCT	O	O	O
insulté	insulter	VERB	O	O	O
même	même	ADV	O	O	O
par	par	ADP	O	O	O
lui	luire	PRON	O	O	O
à	à	ADP	O	O	O
diverses	divers	DET	O	O	O
reprises	reprise	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
combiné	combiner	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
aventure	aventure	NOUN	O	O	O
sans	sans	ADP	O	O	O
que	que	SCONJ	O	O	O
Véronique	véronique	PROPN	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
ailleurs	ailleurs	ADV	O	O	O
,	,	PUNCT	O	O	O
en	en	PRON	O	O	O
fût	être	AUX	O	O	O
le	le	DET	O	O	O
moins	moins	ADV	O	O	O
du	de	ADP	O	O	O
monde	monde	NOUN	O	O	O
complice	complice	ADJ	O	O	O
.	.	PUNCT	O	O	O

Ouvertement	ouvertement	ADV	O	O	O
,	,	PUNCT	O	O	O
Antoine	antoine	PROPN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
Hergemont	hergemont	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
était	être	AUX	O	O	O
–	–	PUNCT	O	O	O
certaines	certain	DET	O	O	O
lettres	lettre	NOUN	O	O	O
rendues	rendre	VERB	O	O	O
publiques	public	ADJ	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
attestèrent	attester	VERB	O	O	O
violent	violent	ADJ	O	O	O
,	,	PUNCT	O	O	O
taciturne	taciturne	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
son	son	DET	O	O	O
humeur	humeur	NOUN	O	O	O
fantasque	fantasque	ADJ	O	O	O
,	,	PUNCT	O	O	O
son	son	DET	O	O	O
égoïsme	égoïsme	NOUN	O	O	O
farouche	farouche	ADJ	O	O	O
et	et	CCONJ	O	O	O
son	son	DET	O	O	O
avarice	avarice	NOUN	O	O	O
sordide	sordide	ADJ	O	O	O
,	,	PUNCT	O	O	O
avait	avoir	AUX	O	O	O
rendu	rendre	VERB	O	O	O
sa	son	DET	O	O	O
fille	fille	NOUN	O	O	O
fort	fort	ADV	O	O	O
malheureuse	malheureux	ADJ	O	O	O
,	,	PUNCT	O	O	O
jura	jurer	VERB	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
vengerait	venger	VERB	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
manière	manière	NOUN	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
implacable	implacable	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
donna	donner	VERB	O	O	O
son	son	DET	O	O	O
consentement	consentement	NOUN	O	O	O
au	au	ADP	O	O	O
mariage	mariage	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
eut	avoir	VERB	O	O	O
lieu	lieu	NOUN	O	O	O
,	,	PUNCT	O	O	O
deux	deux	NUM	O	O	O
mois	mois	NOUN	O	O	O
après	après	ADV	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
Nice	nice	PROPN	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
année	année	NOUN	O	O	O
suivante	suivant	ADJ	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
apprenait	apprendre	VERB	O	O	O
une	un	DET	O	O	O
série	série	NOUN	O	O	O
de	de	ADP	O	O	O
nouvelles	nouveau	ADJ	O	O	O
sensationnelles	sensationnelle	NOUN	O	O	O
.	.	PUNCT	O	O	O

Tenant	tenir	VERB	O	O	O
sa	son	DET	O	O	O
parole	parole	NOUN	O	O	O
de	de	ADP	O	O	O
haine	haine	NOUN	O	O	O
,	,	PUNCT	O	O	O
M.	m.	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
Hergemont	hergemont	PROPN	O	O	O
enlevait	enlever	VERB	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
son	son	DET	O	O	O
tour	tour	NOUN	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
enfant	enfant	NOUN	O	O	O
né	naître	VERB	O	O	O
du	de	ADP	O	O	O
mariage	mariage	NOUN	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
fille	fille	NOUN	O	O	O
avec	avec	ADP	O	O	O
Vorski	vorski	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
Villefranche	villefranche	PROPN	O	O	O
,	,	PUNCT	O	O	O
prenait	prendre	VERB	O	O	O
passage	passage	NOUN	O	O	O
sur	sur	ADP	O	O	O
un	un	DET	O	O	O
petit	petit	ADJ	O	O	O
yacht	yacht	NOUN	O	O	O
de	de	ADP	O	O	O
plaisance	plaisance	NOUN	O	O	O
nouvellement	nouvellement	ADV	O	O	O
acheté	acheter	VERB	O	O	O
par	par	ADP	O	O	O
lui	luire	PRON	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
mer	mer	NOUN	O	O	O
était	être	AUX	O	O	O
forte	fort	ADJ	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
yacht	yacht	NOUN	O	O	O
coula	couler	VERB	O	O	O
en	en	ADP	O	O	O
vue	vue	NOUN	O	O	O
des	de	ADP	O	O	O
côtes	côte	NOUN	O	O	O
italiennes	italien	ADJ	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
quatre	quatre	NUM	O	O	O
matelots	matelot	NOUN	O	O	O
qui	qui	PRON	O	O	O
le	le	PRON	O	O	O
montèrent	monter	VERB	O	O	O
furent	être	AUX	O	O	O
recueillis	recueillir	VERB	O	O	O
par	par	ADP	O	O	O
une	un	DET	O	O	O
barque	barque	NOUN	O	O	O
.	.	PUNCT	O	O	O

D	d	ADP	O	O	O
'	'	ADP	O	O	O
après	après	ADP	O	O	O
leur	son	DET	O	O	O
témoignage	témoignage	NOUN	O	O	O
,	,	PUNCT	O	O	O
M.	m.	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
Hergemont	hergemont	PROPN	O	O	O
et	et	CCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
enfant	enfant	NOUN	O	O	O
avaient	avoir	AUX	O	O	O
disparu	disparaître	VERB	O	O	O
au	au	ADP	O	O	O
milieu	milieu	NOUN	O	O	O
des	de	ADP	O	O	O
vagues	vague	NOUN	O	O	O
.	.	PUNCT	O	O	O

Lorsque	lorsque	SCONJ	O	O	O
Véronique	véronique	PROPN	O	O	O
eut	avoir	AUX	O	O	O
recueilli	recueillir	VERB	O	O	O
la	le	DET	O	O	O
preuve	preuve	NOUN	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
mort	mort	NOUN	O	O	O
,	,	PUNCT	O	O	O
elle	lui	PRON	O	O	O
entra	entrer	VERB	O	O	O
dam	dam	ADP	O	O	O
un	un	DET	O	O	O
couvent	couvent	NOUN	O	O	O
de	de	ADP	O	O	O
Carmélites	carmélite	NOUN	O	O	O
.	.	PUNCT	O	O	O

Tels	tel	ADJ	O	O	O
sont	être	AUX	O	O	O
les	le	DET	O	O	O
faits	fait	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ils	il	PRON	O	O	O
devaient	devoir	VERB	O	O	O
entraîner	entraîner	VERB	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
quatorze	quatorze	NUM	O	O	O
ans	an	NOUN	O	O	O
de	de	ADP	O	O	O
distance	distance	NOUN	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
aventure	aventure	NOUN	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
effroyable	effroyable	ADJ	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
extraordinaire	extraordinaire	ADJ	O	O	O
.	.	PUNCT	O	O	O

Aventure	aventure	NOUN	O	O	O
authentique	authentique	ADJ	O	O	O
,	,	PUNCT	O	O	O
cependant	cependant	ADV	O	O	O
,	,	PUNCT	O	O	O
bien	bien	ADV	O	O	O
que	que	SCONJ	O	O	O
certains	certain	DET	O	O	O
détails	détail	NOUN	O	O	O
prennent	prendre	VERB	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
premier	premier	ADJ	O	O	O
abord	abord	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
apparence	apparence	NOUN	O	O	O
en	en	ADP	O	O	O
quelque	quelque	DET	O	O	O
sorte	sorte	NOUN	O	O	O
fabuleuse	fabuleux	ADJ	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
la	le	DET	O	O	O
guerre	guerre	NOUN	O	O	O
a	avoir	AUX	O	O	O
compliqué	compliquer	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
existence	existence	NOUN	O	O	O
au	au	ADP	O	O	O
point	point	NOUN	O	O	O
que	que	SCONJ	O	O	O
des	un	DET	O	O	O
événements	événement	NOUN	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
passent	passer	VERB	O	O	O
en	en	ADP	O	O	O
dehors	dehors	ADP	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
elle	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
ceux	celui	PRON	O	O	O
dont	dont	PRON	O	O	O
le	le	DET	O	O	O
récit	récit	NOUN	O	O	O
va	aller	VERB	O	O	O
suivre	suivre	VERB	O	O	O
,	,	PUNCT	O	O	O
empruntent	emprunter	VERB	O	O	O
au	au	ADP	O	O	O
grand	grand	ADJ	O	O	O
drame	drame	NOUN	O	O	O
quelque	quelque	DET	O	O	O
chose	chose	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
anormal	anormal	ADJ	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
illogique	illogique	ADJ	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
parfois	parfois	ADV	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
miraculeux	miraculeux	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
faut	falloir	VERB	O	O	O
toute	tout	ADJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
éclatante	éclatant	ADJ	O	O	O
lumière	lumière	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
vérité	vérité	NOUN	O	O	O
pour	pour	ADP	O	O	O
rendre	rendre	VERB	O	O	O
à	à	ADP	O	O	O
ces	ce	DET	O	O	O
événements	événement	NOUN	O	O	O
la	le	DET	O	O	O
marque	marque	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
réalité	réalité	NOUN	O	O	O
,	,	PUNCT	O	O	O
somme	sommer	ADV	O	O	O
toute	toute	ADV	O	O	O
assez	assez	ADV	O	O	O
simple	simple	ADJ	O	O	O
…	…	PUNCT	O	O	O
Chapitre	chapitre	NOUN	O	O	O
1	1	NUM	O	O	O
La	le	DET	O	O	O
cabane	cabane	NOUN	O	O	O
abandonnée	abandonner	VERB	O	O	O
Le	le	DET	O	O	O
pittoresque	pittoresque	ADJ	O	O	O
village	village	NOUN	O	O	O
du	de	ADP	O	O	O
Faouët	faouët	PROPN	O	O	O
,	,	PUNCT	O	O	O
situé	situer	VERB	O	O	O
au	au	ADP	O	O	O
coeur	coeur	NOUN	O	O	O
même	même	ADV	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Bretagne	bretagne	PROPN	O	O	O
,	,	PUNCT	O	O	O
vit	voir	VERB	O	O	O
arriver	arriver	VERB	O	O	O
en	en	ADP	O	O	O
voiture	voiture	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
matin	matin	NOUN	O	O	O
du	de	ADP	O	O	O
mois	mois	NOUN	O	O	O
de	de	ADP	O	O	O
mai	mai	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
dame	dame	NOUN	O	O	O
dont	dont	PRON	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
ample	ample	ADJ	O	O	O
vêtement	vêtement	NOUN	O	O	O
gris	gris	ADJ	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
voile	voile	NOUN	O	O	O
épais	épais	ADJ	O	O	O
qui	qui	PRON	O	O	O
lui	luire	PRON	O	O	O
enveloppait	envelopper	VERB	O	O	O
le	le	DET	O	O	O
visage	visage	NOUN	O	O	O
,	,	PUNCT	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
empêchaient	empêcher	VERB	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
discerner	discerner	VERB	O	O	O
la	le	DET	O	O	O
grande	grand	ADJ	O	O	O
beauté	beauté	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
grâce	grâce	NOUN	O	O	O
parfaite	parfait	ADJ	O	O	O
.	.	PUNCT	O	O	O

Cette	ce	DET	O	O	O
dame	dame	NOUN	O	O	O
déjeuna	déjeuner	VERB	O	O	O
rapidement	rapidement	ADV	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
auberge	auberge	NOUN	O	O	O
principale	principal	ADJ	O	O	O
.	.	PUNCT	O	O	O

Puis	pouvoir	CCONJ	O	O	O
,	,	PUNCT	O	O	O
vers	vers	ADP	O	O	O
midi	midi	NUM	O	O	O
,	,	PUNCT	O	O	O
elle	lui	PRON	O	O	O
pria	prier	VERB	O	O	O
le	le	DET	O	O	O
patron	patron	NOUN	O	O	O
de	de	ADP	O	O	O
lui	luire	PRON	O	O	O
garder	garder	VERB	O	O	O
sa	son	DET	O	O	O
valise	valise	NOUN	O	O	O
,	,	PUNCT	O	O	O
demanda	demander	VERB	O	O	O
quelques	quelque	DET	O	O	O
renseignements	renseignement	NOUN	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
pays	pays	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
traversant	traverser	VERB	O	O	O
le	le	DET	O	O	O
village	village	NOUN	O	O	O
,	,	PUNCT	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
engagea	engager	VERB	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
campagne	campagne	NOUN	O	O	O
.	.	PUNCT	O	O	O

Presque	presque	ADV	O	O	O
aussitôt	aussitôt	ADV	O	O	O
deux	deux	NUM	O	O	O
routes	route	NOUN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
offrirent	offrir	VERB	O	O	O
à	à	ADP	O	O	O
elle	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
une	un	PRON	O	O	O
qui	qui	PRON	O	O	O
conduisait	conduire	VERB	O	O	O
à	à	ADP	O	O	O
Quimperlé	quimperlé	PROPN	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
autre	autre	PRON	O	O	O
à	à	ADP	O	O	O
Quimper	quimper	PROPN	O	O	O
.	.	PUNCT	O	O	O

Elle	lui	PRON	O	O	O
choisit	choisir	VERB	O	O	O
celle	celui	PRON	O	O	O
-	-	PRON	O	O	O
ci	ci	PRON	O	O	O
,	,	PUNCT	O	O	O
descendit	descendre	VERB	O	O	O
au	au	ADP	O	O	O
creux	creux	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
vallon	vallon	NOUN	O	O	O
,	,	PUNCT	O	O	O
remonta	remonter	VERB	O	O	O
et	et	CCONJ	O	O	O
aperçut	apercevoir	VERB	O	O	O
,	,	PUNCT	O	O	O
vers	vers	ADP	O	O	O
sa	son	DET	O	O	O
droite	droite	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
entrée	entrée	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
chemin	chemin	NOUN	O	O	O
vicinal	vicinal	ADJ	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
poteau	poteau	NOUN	O	O	O
indicateur	indicateur	ADJ	O	O	O
portant	porter	VERB	O	O	O
la	le	DET	O	O	O
mention	mention	NOUN	O	O	O
:	:	PUNCT	O	O	O
Locriff	locriff	PROPN	O	O	O
,	,	PUNCT	O	O	O
3	3	NUM	O	O	O
kilomètres	kilomètre	NOUN	O	O	O
.	.	PUNCT	O	O	O

«	«	PUNCT	O	O	O
Voici	voici	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
endroit	endroit	NOUN	O	O	O
»	»	PUNCT	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
dit	dire	VERB	O	O	O
-	-	PRON	O	O	O
elle	lui	PRON	O	O	O
.	.	PUNCT	O	O	O

Pourtant	pourtant	ADV	O	O	O
,	,	PUNCT	O	O	O
ayant	avoir	AUX	O	O	O
jeté	jeter	VERB	O	O	O
un	un	DET	O	O	O
regard	regard	NOUN	O	O	O
circulaire	circulaire	ADJ	O	O	O
,	,	PUNCT	O	O	O
elle	lui	PRON	O	O	O
fut	être	AUX	O	O	O
surprise	surprendre	VERB	O	O	O
de	de	ADP	O	O	O
ne	ne	ADV	O	O	O
pas	pas	ADV	O	O	O
trouver	trouver	VERB	O	O	O
ce	ce	PRON	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
elle	lui	PRON	O	O	O
cherchait	chercher	VERB	O	O	O
.	.	PUNCT	O	O	O

Avait	avoir	VERB	O	O	O
-	-	PRON	O	O	O
elle	lui	PRON	O	O	O
mal	mal	ADV	O	O	O
compris	comprendre	VERB	O	O	O
les	le	DET	O	O	O
instructions	instruction	NOUN	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
on	on	PRON	O	O	O
lui	luire	PRON	O	O	O
avait	avoir	AUX	O	O	O
données	donner	VERB	O	O	O
?	?	PUNCT	O	O	O

Autour	autour	ADV	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
elle	lui	PRON	O	O	O
personne	personne	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
personne	personne	NOUN	O	O	O
aussi	aussi	ADV	O	O	O
loin	loin	ADV	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
on	on	PRON	O	O	O
pouvait	pouvoir	VERB	O	O	O
voir	voir	VERB	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
horizon	horizon	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
campagne	campagne	NOUN	O	O	O
bretonne	breton	ADJ	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
-	-	ADP	O	O	O
dessus	dessus	ADP	O	O	O
les	le	DET	O	O	O
prés	pré	NOUN	O	O	O
bordés	border	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
arbres	arbre	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
ondulations	ondulation	NOUN	O	O	O
des	de	ADP	O	O	O
collines	colline	NOUN	O	O	O
.	.	PUNCT	O	O	O

Un	un	DET	O	O	O
petit	petit	ADJ	O	O	O
château	château	NOUN	O	O	O
,	,	PUNCT	O	O	O
surgi	surgir	VERB	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
verdure	verdure	NOUN	O	O	O
naissante	naissant	ADJ	O	O	O
du	de	ADP	O	O	O
printemps	printemps	NOUN	O	O	O
,	,	PUNCT	O	O	O
érigeait	ériger	VERB	O	O	O
non	non	ADV	O	O	O
loin	loin	ADV	O	O	O
du	de	ADP	O	O	O
village	village	NOUN	O	O	O
une	un	DET	O	O	O
façade	façade	NOUN	O	O	O
grise	gris	ADJ	O	O	O
où	où	PRON	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
fenêtres	fenêtre	NOUN	O	O	O
étaient	être	AUX	O	O	O
closes	clore	VERB	O	O	O
de	de	ADP	O	O	O
leurs	leur	DET	O	O	O
volets	volet	NOUN	O	O	O
.	.	PUNCT	O	O	O

À	à	ADP	O	O	O
