Avant	avant	ADV	O	O	O
veut	vouloir	PUNCT	O	O	O

!	!	PUNCT	O	O	O

Pour	pour	PUNCT	O	O	O

ceux	celui	PRON	O	O	O
qui	qui	PRON	O	O	O

ont	avoir	AUX	O	O	O
lu	lire	VERB	O	O	O

La	le	DET	O	O	O
Poupée	poupée	NOUN	O	O	O
sanglante	sanglant	ADJ	O	O	O

qui	qui	PRON	O	O	O
est	être	AUX	O	O	O

à	à	PUNCT	O	O	O

l'	le	DET	O	O	O
origine	origine	NOUN	O	O	O

de	de	ADP	O	O	O
ce	ce	DET	O	O	O
récit	récit	NOUN	O	O	O

,	,	PUNCT	O	O	O
il	il	PRON	O	O	O

ne	ne	ADV	O	O	O
peut	pouvoir	VERB	O	O	O
faire	faire	VERB	O	O	O

de	de	ADP	O	O	O
doute	doute	NOUN	O	O	O

qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
ait	avoir	AUX	O	O	O
élu	élire	VERB	O	O	O
domicile	domicile	NOUN	O	O	O

dans	dans	ADP	O	O	O
la	le	DET	O	O	O
boutique	boutique	NOUN	O	O	O
du	de	ADP	O	O	O

vieil	vieux	ADJ	O	O	O
horloger	horloger	NOUN	O	O	O
de	de	PUNCT	O	O	O

l	l	DET	O	O	O
'	'	PUNCT	O	O	O

Île	île	NOUN	O	O	O

-	-	PUNCT	O	O	O
Saint	saint	PROPN	O	O	O

-	-	PUNCT	O	O	O
Louis	louis	PROPN	O	O	O

,	,	PUNCT	O	O	O

ni	ni	PUNCT	O	O	O

que	que	SCONJ	O	O	O
ce	ce	PRON	O	O	O

soit	soit	ADV	O	O	O

lui	luire	PRON	O	O	O

qui	qui	PRON	O	O	O
anime	anime	VERB	O	O	O

de	de	PUNCT	O	O	O

ses	son	DET	O	O	O
maléfices	maléfice	NOUN	O	O	O

le	le	DET	O	O	O
triple	triple	ADJ	O	O	O
mystère	mystère	NOUN	O	O	O

qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O

dans	dans	ADP	O	O	O
cet	ce	DET	O	O	O

antique	antique	ADJ	O	O	O
quartier	quartier	NOUN	O	O	O
,	,	PUNCT	O	O	O

tout	tout	ADV	O	O	O
gris	gris	ADJ	O	O	O
encore	encore	ADV	O	O	O

de	de	ADP	O	O	O
la	le	DET	O	O	O
poussière	poussière	NOUN	O	O	O
des	de	ADP	O	O	O

siècles	siècle	NOUN	O	O	O

,	,	PUNCT	O	O	O
met	mettre	VERB	O	O	O
aux	à	ADP	O	O	O

prises	prise	NOUN	O	O	O

,	,	PUNCT	O	O	O

d'	de	ADP	O	O	O
une	un	DET	O	O	O

part	part	NOUN	O	O	O
:	:	PUNCT	O	O	O

l'	le	DET	O	O	O
inquiétante	inquiétant	ADJ	O	O	O
famille	famille	NOUN	O	O	O
du	de	ADP	O	O	O

vieux	vieux	ADJ	O	O	O
Norbert	norbert	PROPN	O	O	O

,	,	PUNCT	O	O	O

le	le	DET	O	O	O
mouvement	mouvement	NOUN	O	O	O
perpétuel	perpétuel	ADJ	O	O	O

,	,	PUNCT	O	O	O
aidé	aider	VERB	O	O	O

de	de	PUNCT	O	O	O

sa	son	DET	O	O	O
fille	fille	NOUN	O	O	O
,	,	PUNCT	O	O	O

la	le	DET	O	O	O
belle	bel	ADJ	O	O	O
Christine	christine	PROPN	O	O	O

,	,	PUNCT	O	O	O

et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
neveu	neveu	NOUN	O	O	O
,	,	PUNCT	O	O	O

le	le	DET	O	O	O
prosecteur	prosecteur	NOUN	O	O	O
Jacques	jacques	PROPN	O	O	O

Cotentin	cotentin	PROPN	O	O	O

,	,	PUNCT	O	O	O

–	–	PUNCT	O	O	O

et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O

d'	de	ADP	O	O	O
autre	autre	ADJ	O	O	O
part	part	NOUN	O	O	O

:	:	PUNCT	O	O	O

le	le	DET	O	O	O
marquis	marquis	NOUN	O	O	O
de	de	ADP	O	O	O
Coulteray	coulteray	PROPN	O	O	O

,	,	PUNCT	O	O	O

cet	ce	DET	O	O	O
être	être	NOUN	O	O	O
éternellement	éternellement	ADV	O	O	O
jeune	jeune	ADJ	O	O	O

,	,	PUNCT	O	O	O

qui	qui	PRON	O	O	O
a	avoir	VERB	O	O	O

quarante	quarante	NUM	O	O	O
ou	ou	CCONJ	O	O	O
deux	deux	NUM	O	O	O

cents	cent	NOUN	O	O	O

ans	an	NOUN	O	O	O

,	,	PUNCT	O	O	O

on	on	PRON	O	O	O
ne	ne	ADV	O	O	O
sait	savoir	VERB	O	O	O

au	au	ADP	O	O	O
juste	juste	PUNCT	O	O	O

,	,	PUNCT	O	O	O

et	et	CCONJ	O	O	O
qui	qui	PRON	O	O	O
fait	faire	VERB	O	O	O
,	,	PUNCT	O	O	O

à	à	ADP	O	O	O
côté	côté	NOUN	O	O	O

de	de	PUNCT	O	O	O

la	le	DET	O	O	O
marquise	marquis	NOUN	O	O	O

,	,	PUNCT	O	O	O

sa	son	DET	O	O	O
femme	femme	NOUN	O	O	O
(	(	PUNCT	O	O	O

si	si	ADV	O	O	O
pâle	pâle	ADJ	O	O	O

et	et	CCONJ	O	O	O
toujours	toujours	ADV	O	O	O
agonisante	agonisant	ADJ	O	O	O

)	)	PUNCT	O	O	O

,	,	PUNCT	O	O	O

une	un	DET	O	O	O
singulière	singulier	ADJ	O	O	O
figure	figure	NOUN	O	O	O
d'	de	ADP	O	O	O
empouse	empouse	NOUN	O	O	O
,	,	PUNCT	O	O	O
–	–	PUNCT	O	O	O
vieux	vieux	ADJ	O	O	O
mot	mot	NOUN	O	O	O

qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
langage	langage	NOUN	O	O	O
satanique	satanique	ADJ	O	O	O

,	,	PUNCT	O	O	O
désigne	désigner	VERB	O	O	O
les	le	DET	O	O	O
vampires	vampire	NOUN	O	O	O
,	,	PUNCT	O	O	O

tout	tout	ADV	O	O	O
simplement	simplement	ADV	O	O	O

,	,	PUNCT	O	O	O

–	–	PUNCT	O	O	O
enfin	enfin	ADV	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
troisième	troisième	ADJ	O	O	O
lieu	lieu	NOUN	O	O	O
:	:	PUNCT	O	O	O
le	le	DET	O	O	O
terrible	terrible	ADJ	O	O	O
Bénédict	bénédict	PROPN	O	O	O
Masson	masson	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
relieur	relieur	NOUN	O	O	O
d'	de	ADP	O	O	O
art	art	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
rue	rue	NOUN	O	O	O
du	de	ADP	O	O	O
Saint	saint	PROPN	O	O	O
-	-	PROPN	O	O	O
Sacrement	sacrement	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
vient	venir	VERB	O	O	O
d'	de	ADP	O	O	O
être	être	AUX	O	O	O
condamné	condamner	VERB	O	O	O
à	à	ADP	O	O	O
mort	mort	NOUN	O	O	O
et	et	CCONJ	O	O	O
exécuté	exécuter	VERB	O	O	O
pour	pour	ADP	O	O	O
avoir	avoir	AUX	O	O	O
brûlé	brûler	VERB	O	O	O
dans	dans	ADP	O	O	O
son	son	DET	O	O	O
poêle	poêle	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
demi	demi	NOUN	O	O	O
-	-	NOUN	O	O	O
douzaine	douzaine	NOUN	O	O	O
de	de	ADP	O	O	O
jeunes	jeune	ADJ	O	O	O
et	et	CCONJ	O	O	O
jolies	joli	ADJ	O	O	O
femmes	femme	NOUN	O	O	O
–	–	PUNCT	O	O	O
au	au	ADP	O	O	O
moins	moins	ADV	O	O	O
!	!	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
ce	ce	DET	O	O	O
propos	propos	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
convient	convier	VERB	O	O	O
de	de	ADP	O	O	O
citer	citer	VERB	O	O	O
ici	ici	ADV	O	O	O
la	le	DET	O	O	O
dernière	dernier	ADJ	O	O	O
phrase	phrase	NOUN	O	O	O
du	de	ADP	O	O	O
volume	volume	NOUN	O	O	O
précédent	précédent	ADJ	O	O	O
,	,	PUNCT	O	O	O
intitulé	intituler	VERB	O	O	O
La	le	DET	O	O	O
Poupée	poupée	NOUN	O	O	O
sanglante	sanglant	ADJ	O	O	O
.	.	PUNCT	O	O	O

L'	le	DET	O	O	O
auteur	auteur	NOUN	O	O	O
avait	avoir	AUX	O	O	O
traité	traiter	VERB	O	O	O
de	de	ADP	O	O	O
«	«	PUNCT	O	O	O
sublime	sublime	ADJ	O	O	O
»	»	PUNCT	O	O	O
l'	le	DET	O	O	O
aventure	aventure	NOUN	O	O	O
de	de	ADP	O	O	O
Bénédict	bénédict	PROPN	O	O	O
Masson	masson	PROPN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
quoi	quoi	PRON	O	O	O
donc	donc	ADV	O	O	O
pouvait	pouvoir	VERB	O	O	O
être	être	AUX	O	O	O
sublime	sublime	ADJ	O	O	O
une	un	DET	O	O	O
aventure	aventure	NOUN	O	O	O
qui	qui	PRON	O	O	O
conduisit	conduire	VERB	O	O	O
son	son	DET	O	O	O
héros	héros	NOUN	O	O	O
à	à	ADP	O	O	O
une	un	DET	O	O	O
mort	mort	NOUN	O	O	O
aussi	aussi	ADV	O	O	O
ignominieuse	ignominieux	ADJ	O	O	O
?	?	PUNCT	O	O	O

–	–	PUNCT	O	O	O
«	«	PUNCT	O	O	O
En	en	ADP	O	O	O
ce	ce	PRON	O	O	O
que	que	SCONJ	O	O	O
cette	ce	DET	O	O	O
aventure	aventure	NOUN	O	O	O
,	,	PUNCT	O	O	O
répliquait	répliquer	VERB	O	O	O
l'	le	DET	O	O	O
auteur	auteur	NOUN	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
faisait	faire	VERB	O	O	O
que	que	ADV	O	O	O
commencer	commencer	VERB	O	O	O
…	…	PUNCT	O	O	O
»	»	PUNCT	O	O	O

Voilà	voilà	VERB	O	O	O
des	un	DET	O	O	O
lignes	ligne	NOUN	O	O	O
qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
appliquant	appliquer	VERB	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
homme	homme	NOUN	O	O	O
qui	qui	PRON	O	O	O
vient	venir	VERB	O	O	O
d'	de	ADP	O	O	O
avoir	avoir	VERB	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
tranchée	trancher	ADJ	O	O	O
,	,	PUNCT	O	O	O
apparaissent	apparaître	VERB	O	O	O
bien	bien	ADV	O	O	O
étranges	étrange	ADJ	O	O	O
…	…	PUNCT	O	O	O

Aussi	aussi	ADV	O	O	O
n'	ne	ADV	O	O	O
a	avoir	AUX	O	O	O
-	-	PRON	O	O	O
t	t	PRON	O	O	O
-	-	PRON	O	O	O
il	il	PRON	O	O	O
pas	pas	ADV	O	O	O
moins	moins	ADV	O	O	O
fallu	falloir	VERB	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
second	second	ADJ	O	O	O
volume	volume	NOUN	O	O	O
que	que	PRON	O	O	O
voici	voici	VERB	O	O	O
et	et	CCONJ	O	O	O
que	que	PRON	O	O	O
nous	nous	PRON	O	O	O
appelons	appeler	VERB	O	O	O
:	:	PUNCT	O	O	O
La	le	DET	O	O	O
Machine	machine	NOUN	O	O	O
à	à	ADP	O	O	O
assassiner	assassiner	VERB	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
qu'	que	SCONJ	O	O	O
elles	lui	PRON	O	O	O
soient	être	AUX	O	O	O
expliquées	expliquer	VERB	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
façon	façon	NOUN	O	O	O
peut	pouvoir	ADV	O	O	O
-	-	ADV	O	O	O
être	être	AUX	O	O	O
redoutable	redoutable	ADJ	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
à	à	ADP	O	O	O
coup	coup	NOUN	O	O	O
sûr	sûr	ADJ	O	O	O
,	,	PUNCT	O	O	O
normale	normal	ADJ	O	O	O
…	…	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Normale	normal	ADJ	O	O	O
,	,	PUNCT	O	O	O
car	car	CCONJ	O	O	O
nous	nous	PRON	O	O	O
avons	avoir	VERB	O	O	O
la	le	DET	O	O	O
Science	science	NOUN	O	O	O
avec	avec	ADP	O	O	O
nous	nous	PRON	O	O	O
qui	qui	PRON	O	O	O
nous	nous	PRON	O	O	O
protège	protéger	VERB	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
soutient	soutenir	VERB	O	O	O
,	,	PUNCT	O	O	O
nous	nous	PRON	O	O	O
encourage	encourager	VERB	O	O	O
dans	dans	ADP	O	O	O
cette	ce	DET	O	O	O
incursion	incursion	NOUN	O	O	O
vertigineuse	vertigineux	ADJ	O	O	O
aux	à	ADP	O	O	O
bords	bord	NOUN	O	O	O
du	de	ADP	O	O	O
Grand	grand	ADJ	O	O	O
Abîme	abîme	PROPN	O	O	O

…	…	PUNCT	O	O	O

–	–	PUNCT	O	O	O
La	le	DET	O	O	O
Science	science	NOUN	O	O	O
,	,	PUNCT	O	O	O
dites	dire	VERB	O	O	O
-	-	PRON	O	O	O
vous	vous	PRON	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Tout	tout	ADV	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
heure	heure	NOUN	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
parliez	parler	VERB	O	O	O
de	de	ADP	O	O	O
Satan	satan	PROPN	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Satan	satan	PROPN	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Eh	eh	INTJ	O	O	O
bien	bien	ADV	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
eh	eh	INTJ	O	O	O
bien	bien	ADV	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
eh	eh	INTJ	O	O	O
bien	bien	ADV	O	O	O
?	?	PUNCT	O	O	O

…	…	PUNCT	O	O	O
Peut	pouvoir	ADV	O	O	O
-	-	ADV	O	O	O
être	être	ADV	O	O	O
s'	se	PRON	O	O	O
entendra	entendre	VERB	O	O	O
-	-	PRON	O	O	O
t	t	PRON	O	O	O
-	-	PRON	O	O	O
on	on	PRON	O	O	O
un	un	DET	O	O	O
jour	jour	NOUN	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
nom	nom	NOUN	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O

faut	falloir	VERB	O	O	O
donner	donner	VERB	O	O	O
à	à	ADP	O	O	O
tout	tout	ADJ	O	O	O
ce	ce	PRON	O	O	O

qui	qui	PRON	O	O	O
nous	nous	PRON	O	O	O
éloigne	éloigner	VERB	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Candeur	candeur	NOUN	O	O	O
Première	premier	ADJ	O	O	O

…	…	PUNCT	O	O	O

La	la	NOUN	O	O	O

«	«	PUNCT	O	O	O

camomille	camomille	NOUN	O	O	O

»	»	PUNCT	O	O	O

de	de	ADP	O	O	O
mademoiselle	mademoiselle	NOUN	O	O	O
Barescat	barescat	PROPN	O	O	O

Voici	voici	VERB	O	O	O
une	un	DET	O	O	O
petite	petit	ADJ	O	O	O
rue	rue	NOUN	O	O	O
paisible	paisible	ADJ	O	O	O
,	,	PUNCT	O	O	O
endormie	endormir	VERB	O	O	O
depuis	depuis	ADP	O	O	O
deux	deux	NUM	O	O	O
siècles	siècle	NOUN	O	O	O
,	,	PUNCT	O	O	O

où	où	ADV	O	O	O

le	le	DET	O	O	O
plus	plus	ADV	O	O	O
gros	gros	ADJ	O	O	O
événement	événement	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
journée	journée	NOUN	O	O	O
pour	pour	ADP	O	O	O
certains	certain	DET	O	O	O
fossiles	fossile	NOUN	O	O	O

qui	qui	PRON	O	O	O
achèvent	achever	VERB	O	O	O
de	de	ADP	O	O	O
sécher	sécher	VERB	O	O	O

derrière	derrière	ADP	O	O	O
la	le	DET	O	O	O
porte	porte	NOUN	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
boutique	boutique	NOUN	O	O	O

ou	ou	CCONJ	O	O	O
les	le	DET	O	O	O
rideaux	rideau	NOUN	O	O	O
de	de	ADP	O	O	O

leur	son	DET	O	O	O
fenêtre	fenêtre	NOUN	O	O	O

est	est	PUNCT	O	O	O

un	un	DET	O	O	O
couple	couple	NOUN	O	O	O
de	de	ADP	O	O	O
touristes	touriste	NOUN	O	O	O
égarés	égarer	VERB	O	O	O

qui	qui	PRON	O	O	O
passe	passer	VERB	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
visite	visite	NOUN	O	O	O
inattendue	inattendu	ADJ	O	O	O

chez	chez	ADP	O	O	O
le	le	DET	O	O	O
voisin	voisin	NOUN	O	O	O

,	,	PUNCT	O	O	O
la	le	DET	O	O	O
sortie	sortie	NOUN	O	O	O
inopinée	inopiné	ADJ	O	O	O

d'	de	ADP	O	O	O
une	un	DET	O	O	O
jeune	jeune	ADJ	O	O	O
personne	personne	NOUN	O	O	O

qui	qui	PRON	O	O	O
a	avoir	AUX	O	O	O
mis	mettre	VERB	O	O	O

une	un	DET	O	O	O
toilette	toilette	NOUN	O	O	O
neuve	neuf	ADJ	O	O	O

,	,	PUNCT	O	O	O
les	le	DET	O	O	O
stations	station	NOUN	O	O	O
répétées	répéter	VERB	O	O	O

de	de	ADP	O	O	O
«	«	PUNCT	O	O	O
la	le	DET	O	O	O
demoiselle	demoiselle	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
horloger	horloger	NOUN	O	O	O
»	»	PUNCT	O	O	O

chez	chez	ADV	O	O	O

le	le	DET	O	O	O
relieur	relieur	NOUN	O	O	O
d'	de	ADP	O	O	O
art	art	NOUN	O	O	O

,	,	PUNCT	O	O	O

et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O

tout	tout	ADV	O	O	O
à	à	ADP	O	O	O
coup	coup	NOUN	O	O	O

,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
quartier	quartier	NOUN	O	O	O

apprend	apprendre	VERB	O	O	O

que	que	SCONJ	O	O	O
le	le	DET	O	O	O
relieur	relieur	NOUN	O	O	O
d'	de	ADP	O	O	O
art	art	NOUN	O	O	O
est	être	AUX	O	O	O
arrêté	arrêter	VERB	O	O	O
pour	pour	ADP	O	O	O
avoir	avoir	AUX	O	O	O
chauffé	chauffer	VERB	O	O	O
son	son	DET	O	O	O
poêle	poêle	NOUN	O	O	O
avec	avec	ADP	O	O	O
une	un	DET	O	O	O
demi	demi	NOUN	O	O	O
-	-	NOUN	O	O	O

douzaine	douzaine	NOUN	O	O	O
de	de	ADP	O	O	O
pauvres	pauvre	ADJ	O	O	O
femmes	femme	NOUN	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
en	en	PRON	O	O	O
sont	être	AUX	O	O	O
ainsi	ainsi	ADV	O	O	O
allées	aller	VERB	O	O	O
en	en	ADP	O	O	O
fumée	fumée	NOUN	O	O	O

et	et	CCONJ	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
a	avoir	AUX	O	O	O
été	être	AUX	O	O	O
surpris	surprendre	VERB	O	O	O
dans	dans	ADP	O	O	O
sa	son	DET	O	O	O
besogne	besogne	NOUN	O	O	O
d'	de	ADP	O	O	O
enfer	enfer	NOUN	O	O	O
par	par	ADP	O	O	O
cette	ce	DET	O	O	O
même	même	ADJ	O	O	O
demoiselle	demoiselle	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
horloger	horloger	NOUN	O	O	O
qui	qui	PRON	O	O	O
n'	ne	ADV	O	O	O
a	avoir	AUX	O	O	O
dû	devoir	VERB	O	O	O
qu'	que	ADV	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
miracle	miracle	NOUN	O	O	O
d'	de	ADP	O	O	O
échapper	échapper	VERB	O	O	O
au	au	ADP	O	O	O
sort	sort	NOUN	O	O	O
qui	qui	PRON	O	O	O
l'	le	PRON	O	O	O
attendait	attendre	VERB	O	O	O
!	!	PUNCT	O	O	O

Il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
certes	certes	ADV	O	O	O
point	point	ADV	O	O	O
difficile	difficile	ADJ	O	O	O
d'	de	ADP	O	O	O
imaginer	imaginer	VERB	O	O	O
la	le	DET	O	O	O
perturbation	perturbation	NOUN	O	O	O
apportée	apporter	VERB	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
moeurs	moeurs	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
habitudes	habitude	NOUN	O	O	O
de	de	ADP	O	O	O
ce	ce	DET	O	O	O
coin	coin	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Île	île	PROPN	O	O	O
-	-	PROPN	O	O	O
Saint	saint	PROPN	O	O	O
-	-	PROPN	O	O	O
Louis	louis	PROPN	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
particulièrement	particulièrement	ADV	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
société	société	NOUN	O	O	O
de	de	ADP	O	O	O
Mlle	mlle	NOUN	O	O	O
Barescat	barescat	PROPN	O	O	O
,	,	PUNCT	O	O	O
mercière	mercier	NOUN	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
ce	ce	DET	O	O	O
drame	drame	NOUN	O	O	O
épouvantable	épouvantable	ADJ	O	O	O
.	.	PUNCT	O	O	O

Du	de	ADP	O	O	O
quai	quai	NOUN	O	O	O
de	de	ADP	O	O	O
Béthune	béthune	PROPN	O	O	O
