phosphorescente	phosphorescent	ADJ	O	O	O
il	il	PRON	O	O	O
surpassait	surpasser	VERB	O	O	O
en	en	ADP	O	O	O
volume	volume	NOUN	O	O	O
tous	tout	ADJ	O	O	O
ceux	celui	PRON	O	O	O
que	que	PRON	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
avait	avoir	AUX	O	O	O
classés	classer	VERB	O	O	O
jusqu'	jusque	ADP	O	O	O
àlors	àlors	PRON	O	O	O
.	.	PUNCT	O	O	O

Ni	ni	CCONJ	O	O	O
Cuvier	cuvier	PROPN	O	O	O
,	,	PUNCT	O	O	O
ni	ni	CCONJ	O	O	O
Lacépède	lacépède	PROPN	O	O	O
,	,	PUNCT	O	O	O
ni	ni	CCONJ	O	O	O
M.	m.	NOUN	O	O	O
Dumeril	dumeril	PROPN	O	O	O
,	,	PUNCT	O	O	O
ni	ni	CCONJ	O	O	O
M.	m.	NOUN	O	O	O
de	de	ADP	O	O	O
Quatrefages	quatrefages	PROPN	O	O	O
n'	ne	ADV	O	O	O
eussent	avoir	AUX	O	O	O
admis	admettre	VERB	O	O	O
l'	le	DET	O	O	O
existence	existence	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
tel	tel	ADJ	O	O	O
monstre	monstre	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
à	à	ADP	O	O	O
moins	moins	ADV	O	O	O
de	de	ADP	O	O	O
l'	le	PRON	O	O	O
avoir	avoir	AUX	O	O	O
vu	voir	VERB	O	O	O
,	,	PUNCT	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
appelle	appeler	VERB	O	O	O
vu	voir	VERB	O	O	O
de	de	ADP	O	O	O
leurs	leur	DET	O	O	O
propres	propre	ADJ	O	O	O
yeux	oeil	NOUN	O	O	O
de	de	ADP	O	O	O
savants	savant	NOUN	O	O	O
.	.	PUNCT	O	O	O
A	à	ADP	O	O	O
prendre	prendre	VERB	O	O	O
la	le	DET	O	O	O
moyenne	moyenne	NOUN	O	O	O
des	de	ADP	O	O	O
observations	observation	NOUN	O	O	O
faites	faire	VERB	O	O	O
à	à	ADP	O	O	O
diverses	divers	DET	O	O	O
reprises	reprise	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
en	en	ADP	O	O	O
rejetant	rejeter	VERB	O	O	O
les	le	DET	O	O	O
évaluations	évaluation	NOUN	O	O	O
timides	timide	ADJ	O	O	O
qui	qui	PRON	O	O	O
assignaient	assigner	VERB	O	O	O
à	à	ADP	O	O	O
cet	ce	DET	O	O	O
objet	objet	NOUN	O	O	O
une	un	DET	O	O	O
longueur	longueur	NOUN	O	O	O
de	de	ADP	O	O	O
deux	deux	DET	O	O	O
cents	cent	DET	O	O	O
pieds	pied	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
en	en	ADP	O	O	O
repoussant	repousser	VERB	O	O	O
les	le	DET	O	O	O
opinions	opinion	NOUN	O	O	O
exagérées	exagéré	ADJ	O	O	O
qui	qui	PRON	O	O	O
le	le	PRON	O	O	O
disaient	dire	VERB	O	O	O
large	large	ADJ	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
mille	mille	PRON	O	O	O
et	et	CCONJ	O	O	O
long	long	ADJ	O	O	O
de	de	ADP	O	O	O
trois	trois	NUM	O	O	O
,	,	PUNCT	O	O	O

—	—	PUNCT	O	O	O
on	on	PRON	O	O	O
pouvait	pouvoir	VERB	O	O	O
affirmer	affirmer	VERB	O	O	O
,	,	PUNCT	O	O	O
cependant	cependant	ADV	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
cet	ce	DET	O	O	O
être	être	NOUN	O	O	O
phénoménal	phénoménal	ADJ	O	O	O
dépassait	dépasser	VERB	O	O	O
de	de	ADP	O	O	O
beaucoup	beaucoup	ADV	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
dimensions	dimension	NOUN	O	O	O
admises	admettre	VERB	O	O	O
jusqu'	jusque	ADP	O	O	O
à	à	ADP	O	O	O
ce	ce	DET	O	O	O
jour	jour	NOUN	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
ichthyologistes	ichthyologiste	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
s'	se	SCONJ	O	O	O
il	il	PRON	O	O	O
existait	exister	VERB	O	O	O
toutefois	toutefois	ADV	O	O	O
.	.	PUNCT	O	O	O

Or	or	CCONJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
existait	exister	VERB	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
fait	fait	NOUN	O	O	O
en	en	ADP	O	O	O
lui	luire	PRON	O	O	O
-	-	PRON	O	O	O
même	même	ADV	O	O	O
n'	ne	ADV	O	O	O
était	être	AUX	O	O	O
plus	plus	ADV	O	O	O
niable	niable	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
ce	ce	DET	O	O	O
penchant	penchant	NOUN	O	O	O
qui	qui	PRON	O	O	O
pousse	pousse	VERB	O	O	O
au	au	ADP	O	O	O
merveilleux	merveilleux	ADJ	O	O	O
la	le	DET	O	O	O
cervelle	cervelle	NOUN	O	O	O
humaine	humain	ADJ	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
comprendra	comprendre	VERB	O	O	O
l'	le	DET	O	O	O
émotion	émotion	NOUN	O	O	O
produite	produire	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
entier	entier	ADJ	O	O	O
par	par	ADP	O	O	O
cette	ce	DET	O	O	O
surnaturelle	surnaturel	ADJ	O	O	O
apparition	apparition	NOUN	O	O	O
.	.	PUNCT	O	O	O

Quant	quant	ADV	O	O	O
à	à	ADP	O	O	O
la	le	PRON	O	O	O
rejeter	rejeter	VERB	O	O	O
au	au	ADP	O	O	O
rang	rang	NOUN	O	O	O
des	de	ADP	O	O	O
fables	fable	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
fallait	falloir	VERB	O	O	O
y	y	PRON	O	O	O
renoncer	renoncer	VERB	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
effet	effet	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
20	20	NUM	O	O	O
juillet	juillet	NOUN	O	O	O
1866	1866	NUM	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
steamer	steamer	NOUN	O	O	O
Governor	governor	PROPN	O	O	O
-	-	PROPN	O	O	O
Higginson	higginson	PROPN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
Calcutta	calcutta	PROPN	O	O	O
and	and	X	O	O	O
Burnach	burnach	X	O	O	O
steam	steam	X	O	O	O
navigation	navigation	X	O	O	O
Company	company	X	O	O	O

,	,	PUNCT	O	O	O
avait	avoir	AUX	O	O	O
rencontré	rencontrer	VERB	O	O	O
cette	ce	DET	O	O	O
masse	masse	NOUN	O	O	O
mouvante	mouvant	ADJ	O	O	O
à	à	ADP	O	O	O
cinq	cinq	NUM	O	O	O
milles	mille	NOUN	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
est	est	NOUN	O	O	O
des	de	ADP	O	O	O
côtes	côte	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Australie	australie	PROPN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
capitaine	capitaine	NOUN	O	O	O
Baker	baker	PROPN	O	O	O
se	se	PRON	O	O	O
crut	croire	VERB	O	O	O
,	,	PUNCT	O	O	O
tout	tout	ADV	O	O	O
d'	de	ADP	O	O	O
abord	abord	ADV	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
présence	présence	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
écueil	écueil	NOUN	O	O	O
inconnu	inconnu	ADJ	O	O	O
;	;	PUNCT	O	O	O

il	il	PRON	O	O	O
se	se	PRON	O	O	O
disposait	disposer	VERB	O	O	O
même	même	ADV	O	O	O
à	à	ADP	O	O	O
en	en	PRON	O	O	O
déterminer	déterminer	VERB	O	O	O
la	le	DET	O	O	O
situation	situation	NOUN	O	O	O
exacte	exact	ADJ	O	O	O
,	,	PUNCT	O	O	O
quand	quand	SCONJ	O	O	O
deux	deux	NUM	O	O	O
colonnes	colonne	NOUN	O	O	O
d'	de	ADP	O	O	O
eau	eau	NOUN	O	O	O
,	,	PUNCT	O	O	O
projetées	projeter	VERB	O	O	O
par	par	ADP	O	O	O
l'	le	DET	O	O	O
inexplicable	inexplicable	ADJ	O	O	O
objet	objet	NOUN	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
élancèrent	élancer	VERB	O	O	O
en	en	ADP	O	O	O
sifflant	siffler	VERB	O	O	O
à	à	ADP	O	O	O
cent	cent	DET	O	O	O
cinquante	cinquante	NUM	O	O	O
pieds	pied	NOUN	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
air	air	NOUN	O	O	O
.	.	PUNCT	O	O	O

Donc	donc	ADV	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
moins	moins	ADV	O	O	O
que	que	SCONJ	O	O	O
cet	ce	DET	O	O	O
écueil	écueil	NOUN	O	O	O
ne	ne	ADV	O	O	O
fût	être	AUX	O	O	O
soumis	soumettre	VERB	O	O	O
aux	à	ADP	O	O	O
expansions	expansion	NOUN	O	O	O
intermittentes	intermittent	ADJ	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
geyser	geyser	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
Governor	governor	PROPN	O	O	O
-	-	PROPN	O	O	O
Higginson	higginson	PROPN	O	O	O
avait	avoir	VERB	O	O	O
affaire	affaire	NOUN	O	O	O
bel	bel	ADV	O	O	O
et	et	CCONJ	O	O	O
bien	bien	ADV	O	O	O
à	à	ADP	O	O	O
quelque	quelque	DET	O	O	O
mammifère	mammifère	NOUN	O	O	O
aquatique	aquatique	ADJ	O	O	O
,	,	PUNCT	O	O	O
inconnu	inconnu	ADJ	O	O	O
jusque	jusque	ADP	O	O	O
-	-	ADV	O	O	O
là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
rejetait	rejeter	VERB	O	O	O
par	par	ADP	O	O	O
ses	son	DET	O	O	O
évents	évent	NOUN	O	O	O
des	un	DET	O	O	O
colonnes	colonne	NOUN	O	O	O
d'	de	ADP	O	O	O
eau	eau	NOUN	O	O	O
,	,	PUNCT	O	O	O
mélangées	mélanger	VERB	O	O	O
d'	de	ADP	O	O	O
air	air	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
vapeur	vapeur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Pareil	pareil	ADJ	O	O	O
fait	fait	NOUN	O	O	O
fut	être	AUX	O	O	O
également	également	ADV	O	O	O
observé	observer	VERB	O	O	O
le	le	DET	O	O	O
23	23	NUM	O	O	O
juillet	juillet	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
même	même	ADJ	O	O	O
année	année	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
mers	mer	NOUN	O	O	O
du	de	ADP	O	O	O
Pacifique	pacifique	PROPN	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
Cristobal	cristobal	PROPN	O	O	O
-	-	PROPN	O	O	O
Colon	colon	X	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
West	west	X	O	O	O
India	india	X	O	O	O
and	and	X	O	O	O
Pacific	pacific	X	O	O	O
steam	steam	X	O	O	O
navigation	navigation	X	O	O	O
Company	company	X	O	O	O

.	.	PUNCT	O	O	O

Donc	donc	ADV	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
cétacé	cétacé	NOUN	O	O	O
extraordinaire	extraordinaire	ADJ	O	O	O
pouvait	pouvoir	VERB	O	O	O
se	se	PRON	O	O	O
transporter	transporter	VERB	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
endroit	endroit	NOUN	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
autre	autre	PRON	O	O	O
avec	avec	ADP	O	O	O
une	un	DET	O	O	O
vélocité	vélocité	NOUN	O	O	O
surprenante	surprenant	ADJ	O	O	O
,	,	PUNCT	O	O	O
puisque	puisque	SCONJ	O	O	O
à	à	ADP	O	O	O
trois	trois	NUM	O	O	O
jours	jour	NOUN	O	O	O
d'	de	ADP	O	O	O
intervalle	intervalle	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
Governor	governor	PROPN	O	O	O
-	-	PROPN	O	O	O
Higginson	higginson	PROPN	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
Cristobal	cristobal	PROPN	O	O	O
-	-	PROPN	O	O	O
Colon	colon	PROPN	O	O	O
l'	le	PRON	O	O	O
avaient	avoir	AUX	O	O	O
observé	observer	VERB	O	O	O
en	en	ADP	O	O	O
deux	deux	NUM	O	O	O
points	point	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
carte	carte	NOUN	O	O	O
séparés	séparer	VERB	O	O	O
par	par	ADP	O	O	O
une	un	DET	O	O	O
distance	distance	NOUN	O	O	O
de	de	ADP	O	O	O
plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
sept	sept	NUM	O	O	O
cents	cent	DET	O	O	O
lieues	lieue	NOUN	O	O	O
marines	marin	ADJ	O	O	O
.	.	PUNCT	O	O	O

Quinze	quinze	NUM	O	O	O
jours	jour	NOUN	O	O	O
plus	plus	ADV	O	O	O
tard	tard	ADV	O	O	O

,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
deux	deux	NUM	O	O	O
mille	mille	NUM	O	O	O
lieues	lieue	NOUN	O	O	O
de	de	ADP	O	O	O
là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
Helvetia	helvetia	PROPN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Compagnie	compagnie	NOUN	O	O	O
Nationale	national	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
Shannon	shannon	PROPN	O	O	O
,	,	PUNCT	O	O	O
du	de	ADP	O	O	O
Royal	royal	PROPN	O	O	O
-	-	PROPN	O	O	O
Mail	mail	PROPN	O	O	O
,	,	PUNCT	O	O	O
marchant	marcher	VERB	O	O	O
à	à	ADP	O	O	O
contrebord	contrebord	NOUN	O	O	O
dans	dans	ADP	O	O	O
cette	ce	DET	O	O	O
portion	portion	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Atlantique	atlantique	PROPN	O	O	O
comprise	comprendre	VERB	O	O	O
entre	entrer	ADP	O	O	O
les	le	DET	O	O	O
États	états	PROPN	O	O	O
-	-	PROPN	O	O	O
Unis	unis	PROPN	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
Europe	europe	PROPN	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
signalèrent	signaler	VERB	O	O	O
respectivement	respectivement	ADV	O	O	O
le	le	DET	O	O	O
monstre	monstre	NOUN	O	O	O
par	par	ADP	O	O	O
42	42	NUM	O	O	O
°	degré	NOUN	O	O	O
15′	15′	NOUN	O	O	O
de	de	ADP	O	O	O
latitude	latitude	NOUN	O	O	O
nord	nord	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
60	60	NUM	O	O	O
°	degré	NOUN	O	O	O
35	35	NUM	O	O	O
'	'	PUNCT	O	O	O
de	de	ADP	O	O	O
longitude	longitude	NOUN	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
ouest	ouest	NOUN	O	O	O
du	de	ADP	O	O	O
méridien	méridien	NOUN	O	O	O
de	de	ADP	O	O	O
Greenwich	greenwich	PROPN	O	O	O
.	.	PUNCT	O	O	O

Dans	dans	ADP	O	O	O
cette	ce	DET	O	O	O
observation	observation	NOUN	O	O	O
simultanée	simultané	ADJ	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
crut	croire	VERB	O	O	O
pouvoir	pouvoir	VERB	O	O	O
évaluer	évaluer	VERB	O	O	O
la	le	DET	O	O	O
longueur	longueur	NOUN	O	O	O
minimum	minimum	ADJ	O	O	O
du	de	ADP	O	O	O
mammifère	mammifère	NOUN	O	O	O
à	à	ADP	O	O	O
plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
trois	trois	NUM	O	O	O
cent	cent	NUM	O	O	O
cinquante	cinquante	NUM	O	O	O
pieds	pied	NOUN	O	O	O
anglais	anglais	ADJ	O	O	O
¹	¹	NUM	O	O	O
,	,	PUNCT	O	O	O
puisque	puisque	SCONJ	O	O	O
le	le	DET	O	O	O
Shannon	shannon	PROPN	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
Helvetia	helvetia	PROPN	O	O	O
étaient	être	AUX	O	O	O
de	de	ADP	O	O	O
dimension	dimension	NOUN	O	O	O
inférieure	inférieur	ADJ	O	O	O
à	à	ADP	O	O	O
lui	luire	PRON	O	O	O
,	,	PUNCT	O	O	O
bien	bien	ADV	O	O	O
qu'	que	SCONJ	O	O	O
ils	il	PRON	O	O	O
mesurassent	mesurer	VERB	O	O	O
cent	cent	NUM	O	O	O
mètres	mètre	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
étrave	étrave	NOUN	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
étambot	étambot	NOUN	O	O	O
.	.	PUNCT	O	O	O

Or	or	CCONJ	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
vastes	vaste	ADJ	O	O	O
baleines	baleine	NOUN	O	O	O
,	,	PUNCT	O	O	O
celles	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
fréquentent	fréquenter	VERB	O	O	O
les	le	DET	O	O	O
parages	parage	NOUN	O	O	O
des	de	ADP	O	O	O
îles	île	NOUN	O	O	O
Aléoutiennes	aléoutien	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
Kulamrnak	kulamrnak	PROPN	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
Umgullick	umgullick	PROPN	O	O	O
,	,	PUNCT	O	O	O
n'	ne	ADV	O	O	O
ont	avoir	AUX	O	O	O
jamais	jamais	ADV	O	O	O
dépassé	dépasser	VERB	O	O	O
la	le	DET	O	O	O
longueur	longueur	NOUN	O	O	O
de	de	ADP	O	O	O
cinquante	cinquante	NUM	O	O	O
-	-	NUM	O	O	O
six	six	NUM	O	O	O
mètres	mètre	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
si	si	SCONJ	O	O	O
même	même	ADV	O	O	O
elles	lui	PRON	O	O	O
l'	le	PRON	O	O	O
atteignent	atteindre	VERB	O	O	O
.	.	PUNCT	O	O	O

Ces	ce	DET	O	O	O
rapports	rapport	NOUN	O	O	O
arrivés	arriver	VERB	O	O	O
coup	coup	NOUN	O	O	O
sur	sur	ADP	O	O	O
coup	coup	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	DET	O	O	O
nouvelles	nouveau	ADJ	O	O	O
observations	observation	NOUN	O	O	O
faites	faire	VERB	O	O	O
à	à	ADP	O	O	O
bord	bord	NOUN	O	O	O
du	de	ADP	O	O	O
transatlantique	transatlantique	NOUN	O	O	O
le	le	DET	O	O	O
Pereire	pereire	PROPN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
abordage	abordage	NOUN	O	O	O
entre	entrer	ADP	O	O	O
l'	le	DET	O	O	O
Etna	etna	PROPN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
ligne	ligne	NOUN	O	O	O
Inman	inman	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
monstre	monstre	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
procès	procès	NOUN	O	O	O
-	-	NOUN	O	O	O
verbal	verbal	ADJ	O	O	O
dressé	dresser	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
officiers	officier	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
frégate	frégate	NOUN	O	O	O
française	français	ADJ	O	O	O
la	le	DET	O	O	O
Normandie	normandie	PROPN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
très	très	ADV	O	O	O
-	-	NOUN	O	O	O
sérieux	sérieux	ADJ	O	O	O
relèvement	relèvement	NOUN	O	O	O
obtenu	obtenir	VERB	O	O	O
par	par	ADP	O	O	O
l'	le	DET	O	O	O
état	état	NOUN	O	O	O
-	-	NOUN	O	O	O
major	major	NOUN	O	O	O
du	de	ADP	O	O	O
commodore	commodore	NOUN	O	O	O
Fitz	fitz	PROPN	O	O	O
-	-	PROPN	O	O	O
James	james	PROPN	O	O	O
à	à	ADP	O	O	O
bord	bord	NOUN	O	O	O
du	de	ADP	O	O	O
Lord	lord	PROPN	O	O	O
-	-	PROPN	O	O	O
Clyde	clyde	PROPN	O	O	O

,	,	PUNCT	O	O	O
émurent	émouvoir	VERB	O	O	O
profondément	profondément	ADV	O	O	O
l'	le	DET	O	O	O
opinion	opinion	NOUN	O	O	O
publique	public	ADJ	O	O	O
.	.	PUNCT	O	O	O

Dans	dans	ADP	O	O	O
les	le	DET	O	O	O
pays	pays	NOUN	O	O	O
d'	de	ADP	O	O	O
humeur	humeur	NOUN	O	O	O
légère	léger	ADJ	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
plaisanta	plaisanter	VERB	O	O	O
le	le	DET	O	O	O
phénomène	phénomène	NOUN	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
les	le	DET	O	O	O
pays	pays	NOUN	O	O	O
graves	grave	ADJ	O	O	O
et	et	CCONJ	O	O	O
pratiques	pratique	ADJ	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
Angleterre	angleterre	PROPN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
Amérique	amérique	PROPN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
Allemagne	allemagne	PROPN	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
en	en	PRON	O	O	O
préoccupèrent	préoccuper	VERB	O	O	O
vivement	vivement	ADV	O	O	O
.	.	PUNCT	O	O	O

Partout	partout	ADV	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
grands	grand	ADJ	O	O	O
centres	centre	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
monstre	monstre	NOUN	O	O	O
devint	devenir	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
mode	mode	NOUN	O	O	O
;	;	PUNCT	O	O	O

on	on	PRON	O	O	O
le	le	PRON	O	O	O
chanta	chanter	VERB	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
cafés	café	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
le	le	PRON	O	O	O
bafoua	bafouer	VERB	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
journaux	journal	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
le	le	PRON	O	O	O
joua	jouer	VERB	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
théâtres	théâtre	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
canards	canard	NOUN	O	O	O
eurent	avoir	VERB	O	O	O
là	là	ADV	O	O	O
une	un	DET	O	O	O
belle	bel	ADJ	O	O	O
occasion	occasion	NOUN	O	O	O
de	de	ADP	O	O	O
pondre	pondre	VERB	O	O	O
des	un	DET	O	O	O
oeufs	oeuf	NOUN	O	O	O
de	de	ADP	O	O	O
toute	tout	DET	O	O	O
couleur	couleur	NOUN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
vit	voir	VERB	O	O	O
réapparaître	réapparaître	VERB	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
journaux,—à	journaux,—à	PUNCT	O	O	O
court	court	ADJ	O	O	O
de	de	ADP	O	O	O
copie,—tous	copie,—tous	PUNCT	O	O	O
les	le	DET	O	O	O
êtres	être	NOUN	O	O	O
imaginaires	imaginaire	ADJ	O	O	O
et	et	CCONJ	O	O	O
gigantesques	gigantesque	ADJ	O	O	O
,	,	PUNCT	O	O	O
depuis	depuis	ADP	O	O	O
la	le	DET	O	O	O
baleine	baleine	NOUN	O	O	O
blanche	blanc	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
terrible	terrible	ADJ	O	O	O
«	«	PUNCT	O	O	O
