I	i	PUNCT	O	O	O
vie	vie	NOUN	O	O	O
son	son	DET	O	O	O
indiscrétion	indiscrétion	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
mourra	mourir	VERB	O	O	O
sans	sans	ADP	O	O	O
crainte	crainte	NOUN	O	O	O
,	,	PUNCT	O	O	O
car	car	CCONJ	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
relève	relever	VERB	O	O	O
que	que	ADV	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
conscience	conscience	NOUN	O	O	O
.	.	PUNCT	O	O	O

II	ii	PUNCT	O	O	O

En	en	ADP	O	O	O
ma	mon	DET	O	O	O
qualité	qualité	NOUN	O	O	O
d'	de	ADP	O	O	O
initié	initié	NOUN	O	O	O
,	,	PUNCT	O	O	O
j'	je	PRON	O	O	O
ai	avoir	AUX	O	O	O
reçu	recevoir	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
a	avoir	VERB	O	O	O
deux	deux	NUM	O	O	O
jours	jour	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
lettre	lettre	NOUN	O	O	O
de	de	ADP	O	O	O
mon	mon	DET	O	O	O
frère	frère	NOUN	O	O	O
Mardochée	mardochée	PROPN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
cette	ce	DET	O	O	O
lettre	lettre	NOUN	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
veux	vouloir	VERB	O	O	O
vous	vous	PRON	O	O	O
communiquer	communiquer	VERB	O	O	O
,	,	PUNCT	O	O	O
parce	parce	SCONJ	O	O	O
que	que	SCONJ	O	O	O
celui	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
a	avoir	VERB	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
main	main	NOUN	O	O	O
une	un	DET	O	O	O
vérité	vérité	NOUN	O	O	O
doit	devoir	VERB	O	O	O
l'	le	PRON	O	O	O
ouvrir	ouvrir	VERB	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
auparavant	auparavant	ADV	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
dois	devoir	VERB	O	O	O
vous	vous	PRON	O	O	O
apprendre	apprendre	VERB	O	O	O
ce	ce	PRON	O	O	O
qu'	que	PRON	O	O	O
est	être	AUX	O	O	O
Mardochée	mardochée	PROPN	O	O	O
,	,	PUNCT	O	O	O
mes	mon	DET	O	O	O
amis	ami	NOUN	O	O	O
.	.	PUNCT	O	O	O

Mardochée	mardochée	PROPN	O	O	O
est	être	AUX	O	O	O
né	naître	VERB	O	O	O
le	le	DET	O	O	O
22	22	NUM	O	O	O
mars	mars	NOUN	O	O	O
1852	1852	NUM	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
est	être	AUX	O	O	O
l'	le	DET	O	O	O
unique	unique	ADJ	O	O	O
héritier	héritier	NOUN	O	O	O
de	de	ADP	O	O	O
Rabbi	rabbi	PROPN	O	O	O
L.	l.	PROPN	O	O	O
Scheloumé	scheloumé	PROPN	O	O	O
d'	de	ADP	O	O	O
Iffen	iffen	PROPN	O	O	O
-	-	PROPN	O	O	O
dorf	dorf	PROPN	O	O	O
,	,	PUNCT	O	O	O
petit	petit	ADJ	O	O	O
village	village	NOUN	O	O	O
de	de	ADP	O	O	O
notre	notre	DET	O	O	O
chère	cher	ADJ	O	O	O
Alsace	alsace	PROPN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
vieux	vieux	ADJ	O	O	O
Rabbi	rabbi	PROPN	O	O	O
est	être	AUX	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
sainte	saint	ADJ	O	O	O
tribu	tribu	NOUN	O	O	O
des	de	ADP	O	O	O
Lévi	lévi	PROPN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
se	se	PRON	O	O	O
maria	marier	VERB	O	O	O
six	six	NUM	O	O	O
fois	fois	NOUN	O	O	O
;	;	PUNCT	O	O	O

il	il	PRON	O	O	O
épousa	épouser	VERB	O	O	O
tour	tour	ADV	O	O	O
à	à	ADP	O	O	O
tour	tour	ADV	O	O	O
les	le	DET	O	O	O
cinq	cinq	NUM	O	O	O
première	premier	ADJ	O	O	O
femme	femme	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
si	si	SCONJ	O	O	O
le	le	DET	O	O	O
doigt	doigt	NOUN	O	O	O
de	de	ADP	O	O	O
Dieu	dieu	PROPN	O	O	O
l'	le	PRON	O	O	O
avait	avoir	AUX	O	O	O
frappé	frapper	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
put	pouvoir	VERB	O	O	O
en	en	PRON	O	O	O
conserver	conserver	VERB	O	O	O
aucune	aucun	PRON	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
eut	avoir	VERB	O	O	O
onze	onze	NUM	O	O	O
fils	fils	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
les	le	PRON	O	O	O
perdit	perdre	VERB	O	O	O
successivement	successivement	ADV	O	O	O
.	.	PUNCT	O	O	O

Ses	son	DET	O	O	O
enfants	enfant	NOUN	O	O	O
portaient	porter	VERB	O	O	O
les	le	DET	O	O	O
noms	nom	NOUN	O	O	O
des	de	ADP	O	O	O
onze	onze	NUM	O	O	O
premiers	premier	ADJ	O	O	O
fils	fils	NOUN	O	O	O
du	de	ADP	O	O	O
patriarche	patriarche	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
dernières	dernier	ADJ	O	O	O
paroles	parole	NOUN	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
sixième	sixième	ADJ	O	O	O
femme	femme	NOUN	O	O	O
,	,	PUNCT	O	O	O
Refke	refke	PROPN	O	O	O
-	-	PROPN	O	O	O
Séphora	séphora	PROPN	O	O	O
,	,	PUNCT	O	O	O
furent	être	AUX	O	O	O
celles	celler	VERB	O	O	O
-	-	PRON	O	O	O
ci	ci	PRON	O	O	O
:	:	PUNCT	O	O	O
«	«	PUNCT	O	O	O
L'	le	DET	O	O	O
enfant	enfant	NOUN	O	O	O
qui	qui	PRON	O	O	O
va	aller	VERB	O	O	O
naître	naître	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
verrai	voir	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
doit	devoir	VERB	O	O	O
pas	pas	ADV	O	O	O
s'	se	PRON	O	O	O
appeler	appeler	VERB	O	O	O
Benjamin	benjamin	PROPN	O	O	O
;	;	PUNCT	O	O	O

il	il	PRON	O	O	O
faudra	falloir	VERB	O	O	O
lui	luire	PRON	O	O	O
donner	donner	VERB	O	O	O
le	le	DET	O	O	O
nom	nom	NOUN	O	O	O
de	de	ADP	O	O	O
Mardochée	mardochée	PROPN	O	O	O
et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
vivra	vivre	VERB	O	O	O
.	.	PUNCT	O	O	O

»	»	PUNCT	O	O	O

Rabbi	rabbi	NOUN	O	O	O
L.	l.	PROPN	O	O	O
Scheloumé	scheloumé	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
était	être	AUX	O	O	O
un	un	DET	O	O	O
zélé	zélé	NOUN	O	O	O
croyant	croire	VERB	O	O	O
en	en	ADP	O	O	O
la	le	DET	O	O	O
Kabala	kabala	PROPN	O	O	O
,	,	PUNCT	O	O	O
dit	dire	VERB	O	O	O
:	:	PUNCT	O	O	O
«	«	PUNCT	O	O	O
Ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
doit	devoir	VERB	O	O	O
arriver	arriver	VERB	O	O	O
arrive	arriver	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
murmura	murmurer	VERB	O	O	O
pas	pas	ADV	O	O	O
contre	contre	ADP	O	O	O
l'	le	DET	O	O	O
Éternel	éternel	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
lui	luire	PRON	O	O	O
prenait	prendre	VERB	O	O	O
sa	son	DET	O	O	O
dernière	dernier	ADJ	O	O	O
épouse	épouse	NOUN	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
il	il	PRON	O	O	O
voua	vouer	VERB	O	O	O
son	son	DET	O	O	O
fils	fils	NOUN	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
jadis	jadis	ADV	O	O	O
on	on	PRON	O	O	O
avait	avoir	AUX	O	O	O
voué	vouer	VERB	O	O	O
le	le	DET	O	O	O
nasir	nasir	NOUN	O	O	O
Samson	samson	PROPN	O	O	O
.	.	PUNCT	O	O	O

Avant	avant	ADP	O	O	O
de	de	ADP	O	O	O
publier	publier	VERB	O	O	O
sa	son	DET	O	O	O
lettre	lettre	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
dois	devoir	VERB	O	O	O
vous	vous	PRON	O	O	O
dire	dire	VERB	O	O	O
que	que	SCONJ	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
pendant	pendant	ADP	O	O	O
la	le	DET	O	O	O
guerre	guerre	NOUN	O	O	O
de	de	ADP	O	O	O
1870	1870	NUM	O	O	O
que	que	PRON	O	O	O
j'	je	PRON	O	O	O
ai	avoir	AUX	O	O	O
connu	connaître	VERB	O	O	O
Mardochée	mardochée	PROPN	O	O	O
.	.	PUNCT	O	O	O

Natif	natif	ADJ	O	O	O
de	de	ADP	O	O	O
Nancy	nancy	PROPN	O	O	O
,	,	PUNCT	O	O	O
j'	je	PRON	O	O	O
appartenais	appartenir	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
mobile	mobile	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Meurthe	meurthe	PROPN	O	O	O
,	,	PUNCT	O	O	O
Mardochée	mardochée	PROPN	O	O	O
à	à	ADP	O	O	O
celle	celui	PRON	O	O	O
du	de	ADP	O	O	O
Haut	haut	PROPN	O	O	O
-	-	PROPN	O	O	O
Rhin	rhin	PROPN	O	O	O
.	.	PUNCT	O	O	O

Blessés	blesser	VERB	O	O	O
tous	tout	ADJ	O	O	O
deux	deux	PRON	O	O	O
et	et	CCONJ	O	O	O
faits	faire	VERB	O	O	O
prisonniers	prisonnier	ADJ	O	O	O
,	,	PUNCT	O	O	O
confinés	confiner	VERB	O	O	O
dans	dans	ADP	O	O	O
un	un	DET	O	O	O
village	village	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Silésie	silésie	PROPN	O	O	O
,	,	PUNCT	O	O	O
nos	notre	DET	O	O	O
caractères	caractère	NOUN	O	O	O
s'	se	PRON	O	O	O
apprécièrent	apprécier	VERB	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
longues	long	ADJ	O	O	O
heures	heure	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
captivité	captivité	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
après	après	ADP	O	O	O
quelques	quelque	DET	O	O	O
épreuves	épreuve	NOUN	O	O	O
,	,	PUNCT	O	O	O
Mardochée	mardochée	PROPN	O	O	O
m'	me	PRON	O	O	O
instruisit	instruire	VERB	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
Kabala	kabala	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
est	être	AUX	O	O	O
la	le	DET	O	O	O
langue	langue	NOUN	O	O	O
unique	unique	ADJ	O	O	O
des	de	ADP	O	O	O
enfants	enfant	NOUN	O	O	O
de	de	ADP	O	O	O
Dieu	dieu	PROPN	O	O	O
et	et	CCONJ	O	O	O
des	de	ADP	O	O	O
amis	ami	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
humanité	humanité	NOUN	O	O	O
.	.	PUNCT	O	O	O

Cette	ce	DET	O	O	O
lettre	lettre	NOUN	O	O	O
m'	me	PRON	O	O	O
arrive	arriver	VERB	O	O	O
de	de	ADP	O	O	O
New	new	PROPN	O	O	O
-	-	PROPN	O	O	O
York	york	PROPN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
vieux	vieux	ADJ	O	O	O
Rabbi	rabbi	PROPN	O	O	O
et	et	CCONJ	O	O	O
son	son	DET	O	O	O
fils	fils	NOUN	O	O	O
,	,	PUNCT	O	O	O
n'	ne	ADV	O	O	O
ayant	avoir	AUX	O	O	O
pu	pouvoir	VERB	O	O	O
opter	opter	VERB	O	O	O
pour	pour	ADP	O	O	O
l'	le	DET	O	O	O
Allemagne	allemagne	PROPN	O	O	O
,	,	PUNCT	O	O	O
sont	être	AUX	O	O	O
partis	partir	VERB	O	O	O
en	en	ADP	O	O	O
Amérique	amérique	PROPN	O	O	O
,	,	PUNCT	O	O	O
sans	sans	ADP	O	O	O
abandonner	abandonner	VERB	O	O	O
tout	tout	DET	O	O	O
espoir	espoir	NOUN	O	O	O
de	de	ADP	O	O	O
retour	retour	NOUN	O	O	O
.	.	PUNCT	O	O	O

III	iii	PUNCT	O	O	O

«	«	PUNCT	O	O	O
New	new	PROPN	O	O	O
-	-	PROPN	O	O	O
York	york	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
25	25	NUM	O	O	O
mars	mars	NOUN	O	O	O
1886	1886	NUM	O	O	O

.	.	PUNCT	O	O	O

«	«	PUNCT	O	O	O
Mon	mon	DET	O	O	O
unique	unique	ADJ	O	O	O
ami	ami	NOUN	O	O	O
,	,	PUNCT	O	O	O
«	«	PUNCT	O	O	O
C'	ce	PRON	O	O	O
est	être	AUX	O	O	O
sous	sou	ADP	O	O	O
le	le	DET	O	O	O
coup	coup	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
joie	joie	NOUN	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
vive	vif	ADJ	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
t'	te	PRON	O	O	O
adresse	adresse	VERB	O	O	O
ces	ce	DET	O	O	O
quelques	quelque	ADJ	O	O	O
lignes	ligne	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
sais	savoir	VERB	O	O	O
que	que	SCONJ	O	O	O
tout	tout	ADJ	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
m'	me	PRON	O	O	O
arrive	arriver	VERB	O	O	O
d'	de	ADP	O	O	O
heureux	heureux	ADJ	O	O	O
réjouit	réjouir	VERB	O	O	O
ton	ton	DET	O	O	O
coeur	coeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
aussi	aussi	ADV	O	O	O
viens	venir	VERB	O	O	O
-	-	PRON	O	O	O
je	je	PRON	O	O	O
m'	me	PRON	O	O	O
empresser	empresser	VERB	O	O	O
de	de	ADP	O	O	O
te	te	PRON	O	O	O
faire	faire	VERB	O	O	O
part	part	NOUN	O	O	O
de	de	ADP	O	O	O
ma	mon	DET	O	O	O
félicité	félicité	NOUN	O	O	O
.	.	PUNCT	O	O	O

«	«	PUNCT	O	O	O
Ce	ce	PRON	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
cependant	cependant	ADV	O	O	O
qu'	que	ADV	O	O	O
un	un	DET	O	O	O
rêve	rêve	NOUN	O	O	O
,	,	PUNCT	O	O	O
cher	cher	ADJ	O	O	O
ami	ami	NOUN	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
ce	ce	DET	O	O	O
rêve	rêve	NOUN	O	O	O
est	être	AUX	O	O	O
si	si	ADV	O	O	O
beau	beau	ADJ	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
puis	pouvoir	VERB	O	O	O
l'	le	PRON	O	O	O
oublier	oublier	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
l'	le	PRON	O	O	O
oublierai	oublier	VERB	O	O	O
de	de	ADP	O	O	O
ma	mon	DET	O	O	O
vie	vie	NOUN	O	O	O
.	.	PUNCT	O	O	O

«	«	PUNCT	O	O	O
En	en	ADP	O	O	O
te	te	PRON	O	O	O
le	le	PRON	O	O	O
confiant	confier	VERB	O	O	O
,	,	PUNCT	O	O	O
j'	je	PRON	O	O	O
en	en	PRON	O	O	O
suis	être	AUX	O	O	O
fier	fier	ADJ	O	O	O
;	;	PUNCT	O	O	O

et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
je	je	PRON	O	O	O
n'	ne	ADV	O	O	O
avais	avoir	VERB	O	O	O
