I	i	NOUN	O	O	O
'	'	PRON	O	O	O
est	être	AUX	O	O	O
une	un	DET	O	O	O
petite	petit	ADJ	O	O	O
folie	folie	NOUN	O	O	O
que	que	PRON	O	O	O
je	je	PRON	O	O	O
fais	faire	VERB	O	O	O
là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
à	à	ADP	O	O	O
quoi	quoi	PRON	O	O	O
me	me	PRON	O	O	O
servirait	servir	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
avoir	avoir	VERB	O	O	O
dix	dix	NUM	O	O	O
-	-	NUM	O	O	O
huit	huit	NUM	O	O	O
ans	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
être	être	AUX	O	O	O
riche	riche	ADJ	O	O	O
et	et	CCONJ	O	O	O
même	même	ADV	O	O	O
jolie	joli	ADJ	O	O	O
,	,	PUNCT	O	O	O
dit	dire	VERB	O	O	O
-	-	PRON	O	O	O
on	on	PRON	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
je	je	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
étais	être	AUX	O	O	O
pas	pas	ADV	O	O	O
en	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
quelque	quelque	ADV	O	O	O
peu	peu	ADV	O	O	O
capricieuse	capricieux	ADJ	O	O	O
et	et	CCONJ	O	O	O
volontaire	volontaire	ADJ	O	O	O
?	?	PUNCT	O	O	O

A	à	ADP	O	O	O
quoi	quoi	PRON	O	O	O
me	me	PRON	O	O	O
servirait	servir	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
avoir	avoir	VERB	O	O	O
un	un	DET	O	O	O
papa	papa	NOUN	O	O	O
qui	qui	PRON	O	O	O
me	me	PRON	O	O	O
laisse	laisse	VERB	O	O	O
autant	autant	ADV	O	O	O
de	de	ADP	O	O	O
liberté	liberté	NOUN	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
une	un	DET	O	O	O
jeune	jeune	ADJ	O	O	O
Américaine	américaine	NOUN	O	O	O
peut	pouvoir	VERB	O	O	O
en	en	PRON	O	O	O
souhaiter	souhaiter	VERB	O	O	O
et	et	CCONJ	O	O	O
une	un	DET	O	O	O
«	«	PUNCT	O	O	O
governess	governes	NOUN	O	O	O
»	»	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
caractère	caractère	NOUN	O	O	O
aussi	aussi	ADV	O	O	O
conciliant	conciliant	ADJ	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
je	je	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	PUNCT	O	O	O
en	en	PRON	O	O	O
abusais	abuser	VERB	O	O	O
?	?	PUNCT	O	O	O

Vous	vous	PRON	O	O	O
savez	savoir	VERB	O	O	O
bien	bien	ADV	O	O	O
que	que	SCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
excentricité	excentricité	NOUN	O	O	O
est	être	AUX	O	O	O
la	le	DET	O	O	O
seule	seul	ADJ	O	O	O
chose	chose	NOUN	O	O	O
qui	qui	PRON	O	O	O
me	me	PRON	O	O	O
plaise	plaire	VERB	O	O	O
?	?	PUNCT	O	O	O

Ne	ne	ADV	O	O	O
pas	pas	ADV	O	O	O
faire	faire	VERB	O	O	O
comme	comme	ADP	O	O	O
tout	tout	ADJ	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
,	,	PUNCT	O	O	O
voilà	voilà	VERB	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
me	me	PRON	O	O	O
captive	captif	VERB	O	O	O
,	,	PUNCT	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
m	m	PRON	O	O	O
'	'	PRON	O	O	O
enchante	encher	VERB	O	O	O
et	et	CCONJ	O	O	O
me	me	PRON	O	O	O
fait	faire	AUX	O	O	O
trouver	trouver	VERB	O	O	O
quelque	quelque	DET	O	O	O
charme	charme	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
fortune	fortune	NOUN	O	O	O
paternelle	paternel	ADJ	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Navrée	navrée	NOUN	O	O	O
,	,	PUNCT	O	O	O
oh	oh	INTJ	O	O	O
!	!	PUNCT	O	O	O

je	je	PRON	O	O	O
suis	être	AUX	O	O	O
bien	bien	ADV	O	O	O
réellement	réellement	ADV	O	O	O
navrée	navrer	ADJ	O	O	O
!	!	PUNCT	O	O	O

gémit	gémir	VERB	O	O	O
la	le	DET	O	O	O
vieille	vieux	ADJ	O	O	O
demoiselle	demoiselle	NOUN	O	O	O
en	en	ADP	O	O	O
jetant	jeter	VERB	O	O	O
ses	son	DET	O	O	O
grands	grand	ADJ	O	O	O
bras	bras	NOUN	O	O	O
maigres	maigre	ADJ	O	O	O
au	au	ADP	O	O	O
-	-	NOUN	O	O	O
dessus	dessus	NOUN	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
tête	tête	NOUN	O	O	O
,	,	PUNCT	O	O	O
coiffée	coiffer	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
immense	immense	ADJ	O	O	O
chapeau	chapeau	NOUN	O	O	O
noir	noir	ADJ	O	O	O
en	en	ADP	O	O	O
forme	forme	NOUN	O	O	O
de	de	ADP	O	O	O
cabriolet	cabriolet	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Quelle	quel	DET	O	O	O
figure	figure	NOUN	O	O	O
vous	vous	PRON	O	O	O
faites	faire	VERB	O	O	O
,	,	PUNCT	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
écria	écrier	VERB	O	O	O
Lucy	lucy	PROPN	O	O	O
en	en	ADP	O	O	O
éclatant	éclater	VERB	O	O	O
de	de	ADP	O	O	O
rire	rire	VERB	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
statue	statue	NOUN	O	O	O
du	de	ADP	O	O	O
désespoir	désespoir	NOUN	O	O	O
paraîtrait	paraître	VERB	O	O	O
folâtre	folâtre	ADJ	O	O	O
auprès	auprès	ADV	O	O	O
de	de	ADP	O	O	O
vous	vous	PRON	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Je	je	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
ai	avoir	VERB	O	O	O
pas	pas	ADV	O	O	O
lieu	lieu	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
être	être	AUX	O	O	O
gaie	gai	ADJ	O	O	O
,	,	PUNCT	O	O	O
miss	miss	NOUN	O	O	O
Lucy	lucy	PROPN	O	O	O
,	,	PUNCT	O	O	O
reprit	reprendre	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
interminable	interminable	ADJ	O	O	O
Anglaise	anglaise	NOUN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
quittant	quitter	VERB	O	O	O
mon	mon	DET	O	O	O
pays	pays	NOUN	O	O	O
pour	pour	ADP	O	O	O
venir	venir	VERB	O	O	O
à	à	ADP	O	O	O
New	new	PROPN	O	O	O
-	-	PROPN	O	O	O
York	york	PROPN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
acceptant	accepter	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
être	être	AUX	O	O	O
votre	votre	DET	O	O	O
dame	dame	NOUN	O	O	O
de	de	ADP	O	O	O
compagnie	compagnie	NOUN	O	O	O
et	et	CCONJ	O	O	O
un	un	DET	O	O	O
peu	peu	ADV	O	O	O
votre	votre	DET	O	O	O
gouvernante	gouvernante	NOUN	O	O	O
,	,	PUNCT	O	O	O
j	j	PRON	O	O	O
'	'	ADV	O	O	O
avais	avoir	VERB	O	O	O
certes	certes	ADV	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
intention	intention	NOUN	O	O	O
de	de	ADP	O	O	O
gagner	gagner	VERB	O	O	O
beaucoup	beaucoup	ADV	O	O	O
de	de	ADP	O	O	O
dollars	dollar	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
énorme	énorme	ADJ	O	O	O
quantité	quantité	NOUN	O	O	O
de	de	ADP	O	O	O
dollars	dollar	NOUN	O	O	O
;	;	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
la	le	DET	O	O	O
tranquillité	tranquillité	NOUN	O	O	O
de	de	ADP	O	O	O
ma	mon	DET	O	O	O
conscience	conscience	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
voulais	vouloir	VERB	O	O	O
aussi	aussi	ADV	O	O	O
faire	faire	VERB	O	O	O
du	de	DET	O	O	O
bien	bien	NOUN	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
inculquer	inculquer	VERB	O	O	O
des	un	DET	O	O	O
idées	idée	NOUN	O	O	O
sérieuses	sérieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
emplir	emplir	VERB	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
de	de	ADP	O	O	O
grandes	grand	ADJ	O	O	O
pensées	pensée	NOUN	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
coeur	coeur	NOUN	O	O	O
de	de	ADP	O	O	O
grandes	grand	ADJ	O	O	O
affections	affection	NOUN	O	O	O
;	;	PUNCT	O	O	O
vous	vous	PRON	O	O	O
enrôler	enrôler	VERB	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
un	un	DET	O	O	O
mot	mot	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
rangs	rang	NOUN	O	O	O
des	de	ADP	O	O	O
amis	ami	NOUN	O	O	O
du	de	ADP	O	O	O
vrai	vrai	ADJ	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
contraire	contraire	NOUN	O	O	O
,	,	PUNCT	O	O	O
plus	plus	ADV	O	O	O
je	je	PRON	O	O	O
vous	vous	PRON	O	O	O
étudie	étudier	VERB	O	O	O
et	et	CCONJ	O	O	O
plus	plus	ADV	O	O	O
je	je	PRON	O	O	O
vous	vous	PRON	O	O	O
sens	sentir	VERB	O	O	O
disposée	disposer	VERB	O	O	O
à	à	ADP	O	O	O
rire	rire	VERB	O	O	O
de	de	ADP	O	O	O
tout	tout	ADJ	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
me	me	PRON	O	O	O
semble	sembler	VERB	O	O	O
à	à	ADP	O	O	O
moi	moi	PRON	O	O	O
,	,	PUNCT	O	O	O
très	très	ADV	O	O	O
grave	grave	ADJ	O	O	O
.	.	PUNCT	O	O	O

Vous	vous	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
écoutez	écouter	VERB	O	O	O
pas	pas	ADV	O	O	O
mes	mon	DET	O	O	O
conseils	conseil	NOUN	O	O	O
,	,	PUNCT	O	O	O
même	même	ADV	O	O	O
quand	quand	SCONJ	O	O	O
ils	il	PRON	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
appliquent	appliquer	VERB	O	O	O
à	à	ADP	O	O	O
une	un	DET	O	O	O
fantaisie	fantaisie	NOUN	O	O	O
aussi	aussi	ADV	O	O	O
dangereuse	dangereux	ADJ	O	O	O
que	que	SCONJ	O	O	O
celle	celui	PRON	O	O	O
d	d	ADP	O	O	O
'	'	PUNCT	O	O	O
aujourd	aujourd	ADV	O	O	O
'	'	PRON	O	O	O
hui	hui	ADV	O	O	O
;	;	PUNCT	O	O	O
j	j	PRON	O	O	O
'	'	ADV	O	O	O
en	en	PRON	O	O	O
ai	avoir	VERB	O	O	O
la	le	DET	O	O	O
fièvre	fièvre	NOUN	O	O	O
,	,	PUNCT	O	O	O
miss	miss	NOUN	O	O	O
Lucy	lucy	PROPN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
tremble	tremble	VERB	O	O	O
comme	comme	ADP	O	O	O
la	le	DET	O	O	O
feuille	feuille	NOUN	O	O	O
agitée	agiter	VERB	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
vent	vent	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
je	je	PRON	O	O	O
me	me	PRON	O	O	O
demande	demande	VERB	O	O	O
si	si	SCONJ	O	O	O
ma	mon	DET	O	O	O
sécurité	sécurité	NOUN	O	O	O
personnelle	personnel	ADJ	O	O	O
ainsi	ainsi	ADV	O	O	O
que	que	SCONJ	O	O	O
mon	mon	DET	O	O	O
devoir	devoir	NOUN	O	O	O
ne	ne	ADV	O	O	O
m	m	PRON	O	O	O
'	'	PRON	O	O	O
obligent	obliger	VERB	O	O	O
pas	pas	ADV	O	O	O
...	...	PUNCT	O	O	O
Miss	miss	NOUN	O	O	O
Malivar	malivar	PROPN	O	O	O
ne	ne	ADV	O	O	O
put	pouvoir	VERB	O	O	O
achever	achever	VERB	O	O	O
;	;	PUNCT	O	O	O
la	le	DET	O	O	O
petite	petit	ADJ	O	O	O
Américaine	américaine	NOUN	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
penchant	pencher	VERB	O	O	O
vers	vers	ADP	O	O	O
elle	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
lui	luire	PRON	O	O	O
mettait	mettre	VERB	O	O	O
un	un	DET	O	O	O
gentil	gentil	ADJ	O	O	O
et	et	CCONJ	O	O	O
tendre	tendre	ADJ	O	O	O
baiser	baiser	NOUN	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
joue	joue	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Allons	aller	VERB	O	O	O
,	,	PUNCT	O	O	O
bonne	bon	ADJ	O	O	O
amie	amie	NOUN	O	O	O
,	,	PUNCT	O	O	O
dit	dire	VERB	O	O	O
-	-	PRON	O	O	O
elle	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
nous	nous	PRON	O	O	O
disputons	disputer	VERB	O	O	O
plus	plus	ADV	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
surtout	surtout	ADV	O	O	O
ne	ne	ADV	O	O	O
finissez	finir	VERB	O	O	O
pas	pas	ADV	O	O	O
la	le	DET	O	O	O
vilaine	vilain	ADJ	O	O	O
pensée	pensée	NOUN	O	O	O
qui	qui	PRON	O	O	O
vous	vous	PRON	O	O	O
venait	venir	VERB	O	O	O
:	:	PUNCT	O	O	O
votre	votre	DET	O	O	O
devoir	devoir	NOUN	O	O	O
est	être	VERB	O	O	O
de	de	ADP	O	O	O
rester	rester	VERB	O	O	O
près	près	ADV	O	O	O
de	de	ADP	O	O	O
moi	moi	PRON	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
chercher	chercher	VERB	O	O	O
à	à	ADP	O	O	O
me	me	PRON	O	O	O
rendre	rendre	VERB	O	O	O
sage	sage	ADJ	O	O	O
,	,	PUNCT	O	O	O
posée	poser	VERB	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
aurez	avoir	VERB	O	O	O
quelque	quelque	DET	O	O	O
peine	peine	NOUN	O	O	O
à	à	ADP	O	O	O
y	y	PRON	O	O	O
arriver	arriver	VERB	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
le	le	PRON	O	O	O
sais	savoir	VERB	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
persévérance	persévérance	NOUN	O	O	O
...	...	PUNCT	O	O	O
De	de	ADP	O	O	O
mon	mon	DET	O	O	O
côté	côté	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
vous	vous	PRON	O	O	O
promets	promettre	VERB	O	O	O
que	que	SCONJ	O	O	O
ma	mon	DET	O	O	O
fantaisie	fantaisie	NOUN	O	O	O
nouvelle	nouveau	ADJ	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
vous	vous	PRON	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
appelez	appeler	VERB	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
sera	être	AUX	O	O	O
suivie	suivre	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
aucune	aucun	DET	O	O	O
autre	autre	PRON	O	O	O
du	de	ADP	O	O	O
même	même	ADJ	O	O	O
genre	genre	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
ici	ici	ADV	O	O	O
à	à	ADP	O	O	O
longtemps	longtemps	ADV	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
achevant	achever	VERB	O	O	O
ces	ce	DET	O	O	O
mots	mot	NOUN	O	O	O
et	et	CCONJ	O	O	O
rassemblant	rassembler	VERB	O	O	O
les	le	DET	O	O	O
rênes	rêne	NOUN	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
elle	lui	PRON	O	O	O
tenait	tenir	VERB	O	O	O
en	en	ADP	O	O	O
mains	main	NOUN	O	O	O
,	,	PUNCT	O	O	O
miss	miss	NOUN	O	O	O
Lucy	lucy	PROPN	O	O	O
Moody	moody	PROPN	O	O	O
faisait	faire	AUX	O	O	O
prendre	prendre	VERB	O	O	O
à	à	ADP	O	O	O
ses	son	DET	O	O	O
deux	deux	NUM	O	O	O
poneys	poney	NOUN	O	O	O
un	un	DET	O	O	O
trot	trot	NOUN	O	O	O
si	si	ADV	O	O	O
vif	vif	ADJ	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
pauvre	pauvre	ADJ	O	O	O
gouvernante	gouvernante	NOUN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
accrocha	accrocher	VERB	O	O	O
nerveusement	nerveusement	ADV	O	O	O
au	au	ADP	O	O	O
dossier	dossier	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
légère	léger	ADJ	O	O	O
voiture	voiture	NOUN	O	O	O
en	en	ADP	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
écriant	écrier	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
voix	voix	NOUN	O	O	O
terrifiée	terrifier	VERB	O	O	O
:	:	PUNCT	O	O	O
—	—	PUNCT	O	O	O
Ah	ah	INTJ	O	O	O
!	!	PUNCT	O	O	O

Lucy	lucy	PROPN	O	O	O
,	,	PUNCT	O	O	O
Lucy	lucy	PROPN	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
avez	avoir	AUX	O	O	O
donc	donc	ADV	O	O	O
juré	jurer	VERB	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
matin	matin	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
nous	nous	PRON	O	O	O
faire	faire	AUX	O	O	O
arriver	arriver	VERB	O	O	O
malheur	malheur	NOUN	O	O	O
?	?	PUNCT	O	O	O

Vaines	vaine	NOUN	O	O	O
abjurgations	abjurgation	NOUN	O	O	O
!	!	PUNCT	O	O	O

La	le	DET	O	O	O
petite	petit	ADJ	O	O	O
espiègle	espiègle	NOUN	O	O	O
ne	ne	ADV	O	O	O
faisait	faire	VERB	O	O	O
qu	qu	ADV	O	O	O
'	'	ADP	O	O	O
en	en	PRON	O	O	O
rire	rire	VERB	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
tandis	tandis	ADV	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
peur	peur	NOUN	O	O	O
rendait	rendre	VERB	O	O	O
verdâtre	verdâtre	ADJ	O	O	O
le	le	DET	O	O	O
visage	visage	NOUN	O	O	O
anguleux	anguleux	ADJ	O	O	O
de	de	ADP	O	O	O
miss	miss	NOUN	O	O	O
Malivar	malivar	PROPN	O	O	O
,	,	PUNCT	O	O	O
elle	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
toute	toute	ADV	O	O	O
rose	rose	ADJ	O	O	O
,	,	PUNCT	O	O	O
secouait	secouer	VERB	O	O	O
joyeusement	joyeusement	ADV	O	O	O
sa	son	DET	O	O	O
jolie	joli	ADJ	O	O	O
tête	tête	NOUN	O	O	O
blonde	blond	ADJ	O	O	O
;	;	PUNCT	O	O	O
les	le	DET	O	O	O
microscopiques	microscopique	ADJ	O	O	O
poneys	poney	NOUN	O	O	O
,	,	PUNCT	O	O	O
excités	exciter	VERB	O	O	O
par	par	ADP	O	O	O
son	son	DET	O	O	O
fouet	fouet	NOUN	O	O	O
,	,	PUNCT	O	O	O
distançaient	distancer	VERB	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
équipages	équipage	NOUN	O	O	O
dirigés	diriger	VERB	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
même	même	ADJ	O	O	O
sens	sens	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
y	y	PRON	O	O	O
en	en	PRON	O	O	O
avait	avoir	VERB	O	O	O
cependant	cependant	ADV	O	O	O
de	de	DET	O	O	O
rapides	rapide	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
sortes	sorte	NOUN	O	O	O
ce	ce	DET	O	O	O
matin	matin	NOUN	O	O	O
-	-	NOUN	O	O	O
là	là	ADV	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
