race	O
malingre	O
,	O
chétive	O
,	O
aux	O
membres	O
d'avorton	O
,	O
au	O
sang	O
pauvre	O
et	O
vicié	O
par	O
d'innombrables	O
virus	O
.	O
Les	O
quelques	O
rares	O
survivants	O
qui	O
la	O
représentent	O
ont	O
l'air	O
de	O
vieillards	O
,	O
même	O
quand	O
ils	O
naissent	O
.	O
A	O
peine	O
,	O
d'ailleurs	O
,	O
s'il	O
en	O
naît	O
.	O
On	O
prévoit	O
déjà	O
le	O
temps	O
tout	O
prochain	O
où	O
le	O
tronc	O
,	O
desséché	O
jusqu'aux	O
moelles	O
,	O
n'aura	O
même	O
plus	O
la	O
sève	O
nécessaire	O
à	O
la	O
poussée	O
d'un	O
suprême	O
bourgeon	O
.	O
Hod	B-LOC
est	O
la	O
capitale	O
de	O
l'agonie	O
humaine	O
.	O
On	O
n	O
'	O
y	O
est	O
pas	O
triste	O
,	O
cependant	O
;	O
car	O
,	O
avec	O
ces	O
moribonds	O
,	O
s'est	O
réfugié	O
à	O
Hod	B-PER
le	O
grand	O
consolateur	O
,	O
le	O
donneur	O
d'espoirs	O
quand	O
même	O
,	O
l'Orgueil	O
.	O
Tous	O
les	O
biens	O
qu'ils	O
ont	O
perdus	O
,	O
la	O
force	O
,	O
la	O
santé	O
,	O
la	O
beauté	O
,	O
l'appétit	O
,	O
l'amour	O
,	O
jusqu	O
'	O
à	O
l'amour	O
,	O
ces	O
vieux	O
les	O
tiennent	O
en	O
mépris	O
.	O
Ils	O
en	O
sont	O
arrivés	O
à	O
les	O
considérer	O
comme	O
des	O
choses	O
vulgaires	O
,	O
bonnes	O
pour	O
les	O
barbares	O
des	O
époques	O
passées	O
.	O
Eux	O
,	O
ils	O
ont	O
tout	O
en	O
nerfs	O
et	O
en	O
cerveau	O
;	O
et	O
leur	O
joie	O
unique	O
,	O
la	O
seule	O
qui	O
leur	O
semble	O
avoir	O
du	O
prix	O
,	O
est	O
de	O
savoir	O
.	O
Eh	O
bien	O
!	O
ils	O
savent	O
.	O
Que	O
savent	O
-	O
ils	O
?	O
Tout	O
,	O
prétendent	O
les	O
plus	O
infatués	O
.	O
Presque	O
tout	O
,	O
du	O
moins	O
,	O
disent	O
les	O
autres	O
.	O
Et	O
encore	O
ceux	O
-	O
ci	O
assurent	O
-	O
ils	O
que	O
ce	O
presque	O
va	O
être	O
comblé	O
demain	O
.	O
Il	O
s'en	O
faut	O
de	O
très	O
peu	O
,	O
de	O
si	O
peu	O
!	O
D'un	O
rien	O
,	O
en	O
vérité	O
,	O
d'un	O
vague	O
rien	O
,	O
imperceptible	O
et	O
infinitésimal	O
.	O
Ce	O
rien	O
une	O
fois	O
trouvé	O
,	O
bientôt	O
,	O
tout	O
à	O
l'heure	O
,	O
sans	O
doute	O
,	O
et	O
ils	O
n'auront	O
même	O
plus	O
la	O
crainte	O
de	O
voir	O
le	O
tronc	O
desséché	O
impuissant	O
à	O
la	O
poussée	O
d'un	O
bourgeon	O
suprême	O
.	O
On	O
est	O
sur	O
la	O
voie	O
,	O
au	O
bout	O
de	O
la	O
voie	O
!	O
Quelques	O
menues	O
expériences	O
encore	O
,	O
et	O
expérimentations	O
,	O
et	O
l'on	O
va	O
tenir	O
en	O
entier	O
le	O
secret	O
dernier	O
de	O
la	O
vie	O
!	O
Et	O
alors	O
....	O
!	O
En	O
attendant	O
,	O
et	O
pour	O
se	O
nourrir	O
,	O
leur	O
orgueil	O
récapitule	O
tout	O
ce	O
qu'ils	O
savent	O
.	O
Ainsi	O
l'avare	O
entretient	O
sa	O
cupidité	O
et	O
l'avive	O
en	O
comptant	O
ses	O
trésors	O
.	O
De	O
quoi	O
n'ont	O
-	O
ils	O
pas	O
poursuivi	O
l'analyse	O
?	O
De	O
quoi	O
n'ont	O
-	O
ils	O
pas	O
,	O
par	O
leur	O
implacable	O
chimie	O
,	O
extrait	O
la	O
quintessence	O
?	O
De	O
quoi	O
ne	O
peuvent	O
-	O
ils	O
pas	O
faire	O
l'exégèse	O
?	O
Dans	O
les	O
sciences	O
,	O
et	O
jusque	O
dans	O
les	O
arts	O
,	O
ils	O
ont	O
atteint	O
la	O
limite	O
du	O
subtil	O
.	O
Leurs	O
idées	O
,	O
leurs	O
sentiments	O
,	O
leurs	O
sensations	O
,	O
tout	O
est	O
réduit	O
en	O
formules	O
algébriques	O
;	O
et	O
ces	O
formules	O
algébriques	O
ont	O
été	O
à	O
leur	O
tour	O
transmuées	O
en	O
applications	O
par	O
le	O
plus	O
patient	O
et	O
le	O
plus	O
délicat	O
machinisme	O
.	O
Il	O
n	O
'	O
y	O
a	O
plus	O
de	O
miracles	O
!	O
Le	O
train	O
-	O
train	O
même	O
de	O
leur	O
existence	O
n'est	O
qu'une	O
suite	O
ininterrompue	O
de	O
miracles	O
réalisés	O
.	O
Un	O
seul	O
miracle	O
,	O
si	O
petit	O
,	O
manque	O
à	O
la	O
chaîne	O
;	O
c'est	O
celui	O
qu'ils	O
se	O
flattent	O
de	O
réaliser	O
demain	O
,	O
tout	O
à	O
l'heure	O
,	O
en	O
réinventant	O
et	O
créant	O
la	O
vie	O
.	O
Oh	O
!	O
comme	O
ils	O
en	O
sont	O
près	O
!	O
Mais	O
la	O
mer	O
qui	O
monte	O
toujours	O
,	O
ici	O
,	O
tandis	O
que	O
là	O
-	O
bas	O
,	O
aux	O
antipodes	O
,	O
elle	O
se	O
retire	O
,	O
faisant	O
place	O
à	O
un	O
immense	O
marécage	O
encombré	O
d'une	O
végétation	O
nouvelle	O
et	O
monstrueuse	O
?	O
Mais	O
le	O
graduel	O
effondrement	O
de	O
Hod	B-PER
qui	O
s'enfonce	O
de	O
plus	O
en	O
plus	O
?	O
Mais	O
la	O
terre	O
qui	O
va	O
leur	O
manquer	O
sous	O
les	O
pieds	O
?	O
Qu'importe	O
cela	O
!	O
Il	O
s'agit	O
bien	O
de	O
prendre	O
intérêt	O
au	O
phénomène	O
prévu	O
dont	O
les	O
antipodes	O
sont	O
témoins	O
!	O
Depuis	O
longtemps	O
personne	O
ne	O
s'en	O
occupe	O
plus	O
,	O
de	O
ces	O
antipodes	O
,	O
inutile	O
désert	O
où	O
la	O
planète	O
érige	O
hors	O
de	O
l'abîme	O
un	O
de	O
ses	O
flanes	O
limoneux	O
!	O
Quant	O
au	O
graduel	O
af	O
-	O
faissèment	O
de	O
Hod	B-LOC
,	O
on	O
y	O
a	O
pourvu	O
par	O
une	O
tour	O
de	O
fer	O
qui	O
la	O
hausse	O
au	O
fur	O
et	O
à	O
mesure	O
des	O
besoins	O
.	O
Et	O
la	O
terre	O
ellemême	O
,	O
la	O
terre	O
réduite	O
à	O
ce	O
roc	O
prolongé	O
en	O
obélisque	O
de	O
métal	O
,	O
on	O
ne	O
la	O
regrette	O
seulement	O
pas	O
.	O
Du	O
sommet	O
de	O
la	O
tour	O
,	O
c'est	O
dans	O
le	O
ciel	O
qu'on	O
s'envolera	O
,	O
dans	O
le	O
ciel	O
connu	O
grâce	O
aux	O
communications	O
interastrales	O
,	O
dans	O
le	O
ciel	O
familier	O
où	O
l'on	O
reprendra	O
la	O
vieille	O
tradition	O
aryenne	O
des	O
émigrations	O
!	O
Ah	O
!	O
la	O
terre	O
,	O
la	O
terre	O
abolie	O
,	O
fi	O
donc	O
!	O
Et	O
tandis	O
qu'on	O
l'oublie	O
en	O
plein	O
orgueil	O
,	O
le	B-LOC
marécage	O
des	B-LOC
antipodes	I-LOC
s'est	O
asséché	O
;	O
la	O
végétation	O
nouvelle	O
et	O
monstrueuse	O
y	O
a	O
grandi	O
;	O
la	O
terre	O
abolie	O
s'est	O
reformée	O
du	O
limon	O
;	O
et	O
voici	O
que	O
là	O
-	O
bas	O
,	O
celle	O
dont	O
on	O
cherche	O
ici	O
le	O
secret	O
,	O
trouvable	O
demain	O
,	O
la	O
Vie	O
,	O
lentement	O
y	O
a	O
germé	O
en	O
un	O
réenfantement	O
de	O
sa	O
mystérieuse	O
évolution	O
.	O
D'une	O
voix	O
grêle	O
et	O
chevrotante	O
,	O
les	O
habitants	O
de	O
Hod	B-LOC
,	O
en	O
hochant	O
la	O
tête	O
,	O
se	O
répètent	O
les	O
uns	O
aux	O
autres	O
:	O
—	O
La	B-LOC
Terre	I-LOC
va	O
mourir	O
;	O
mais	O
son	O
âme	O
est	O
en	O
nous	O
qui	O
sommes	O
son	O
aboutissement	O
,	O
son	O
essence	O
même	O
.	O
Gloire	O
à	O
nous	O
!	O
Et	O
cependant	O
,	O
c'est	O
eux	O
qui	O
meurent	O
.	O
Encore	O
un	O
!	O
Encore	O
un	O
!	O
Comme	O
ils	O
sont	O
peu	O
qui	O
restent	O
!	O
Chacun	O
,	O
sans	O
doute	O
,	O
porte	O
en	O
son	O
énorme	O
cerveau	O
tout	O
le	O
savoir	O
accumulé	O
de	O
toute	O
la	O
civilisation	O
conquise	O
et	O
formulée	O
par	O
la	O
race	O
entière	O
.	O
Chacun	O
sent	O
proche	O
le	O
moment	O
où	O
il	O
sera	O
le	O
seul	O
représentant	O
de	O
cette	O
race	O
,	O
et	O
à	O
lui	O
seul	O
l'âme	O
de	O
la	B-LOC
Terre	I-LOC
.	O
Car	O
les	O
naissances	O
sont	O
taries	O
.	O
Et	O
c'est	O
tout	O
à	O
l'heure	O
,	O
tout	O
à	O
l'heure	O
,	O
pas	O
tout	O
de	O
suite	O
encore	O
,	O
que	O
le	O
secret	O
de	O
créer	O
va	O
être	O
trouvé	O
,	O
qu'on	O
sera	O
maître	O
absolu	O
de	O
la	O
Vie	O
.	O
Oh	O
!	O
tout	O
à	O
l'heure	O
,	O
tout	O
à	O
l'heure	O
!	O
Oui	O
,	O
oui	O
,	O
presque	O
rien	O
!	O
Un	O
mot	O
,	O
un	O
unique	O
mot	O
à	O
inventer	O
,	O
et	O
le	O
dernier	O
vers	O
sera	O
fait	O
,	O
de	O
la	O
chanson	O
de	O
geste	O
chantant	O
l'orgueil	O
de	O
l'Homme	B-MISC
et	O
l'épopée	O
de	O
la	B-ORG
Terre	O
!	O
Mais	O
la	O
mer	O
monte	O
toujours	O
;	O
mais	O
toujours	O
Hod	B-PER
s	O
'	O
enfonce	O
,	O
Hod	B-PER
,	O
qui	O
n	O
'	O
est	O
plus	O
qu	O
'	O
une	O
plate	O
-	O
forme	O
sur	O
des	O
pilotis	O
de	O
fer	O
;	O
et	O
les	B-PER
Aryas	I-PER
,	O
innombrables	O
jadis	O
,	O
se	O
comptent	O
entre	O
eux	O
,	O
sans	O
arriver	O
à	O
y	O
employer	O
les	O
dix	O
doigts	O
de	O
leurs	O
mains	O
;	O
et	O
bientôt	O
,	O
de	O
l	O
'	O
antique	O
fourmilière	O
,	O
il	O
demeure	O
une	O
fourmi	O
solitaire	O
,	O
décrépite	O
,	O
agonisante	O
,	O
petit	O
paquet	O
de	O
nerfs	O
sous	O
un	O
lourd	O
cerveau	O
,	O
pauvre	O
être	O
pareil	O
à	O
un	O
champignon	O
dont	O
la	O
tige	O
est	O
en	O
filaments	O
flétris	O
et	O
dont	O
la	O
tête	O
est	O
une	O
éponge	O
suant	O
tous	O
les	O
venins	O
.	O
Et	O
,	O
tandis	O
que	O
l'éponge	O
elle	O
-	O
même	O
se	O
fane	O
,	O
se	O
vide	O
,	O
se	O
décompose	O
en	O
puanteurs	O
,	O
voici	O
que	O
sur	O
l'autre	O
face	O
de	O
la	B-LOC
Terre	I-LOC
,	O
dans	O
les	O
forêts	O
nouvelles	O
,	O
moins	O
épaisses	O
et	O
moins	O
hautes	O
que	O
celles	O
de	O
jadis	O
,	O
grouille	O
une	O
race	O
vierge	O
,	O
pour	O
qui	O
le	O
monde	O
aussi	O
redevient	O
vierge	O
;	O
et	O
l'Homme	B-MISC
à	O
venir	O
,	O
en	O
attendant	O
qu'il	O
espère	O
trouver	O
le	O
mot	O
final	O
de	O
l'épopée	O
terrestre	O
,	O
recommence	O
à	O
en	O
vagir	O
les	O
premiers	O
vers	O
,	O
à	O
peine	O
articulés	O
,	O
qui	O
en	O
sont	O
l'enfantine	O
ritournelle	O
:	O
«	O
Ciel	O
,	O
sois	O
bleu	O
!	O
Terre	O
,	O
sois	O
verte	O
!	O
»	O
Mer	O
,	O
nourris	O
-	O
moi	O
et	O
me	O
berce	O
!	O
Fem	O
-	O
»	O
me	O
,	O
viens	O
,	O
et	O
unissons	O
-	O
nous	O
!	O
Le	O
sang	O
»	O
est	O
rouge	O
.	O
Le	O
feu	O
est	O
rouge	O
.	O
Soleil	O
,	O
soleil	O
,	O
»	O
flambe	O
!	O
Le	O
vent	O
pleure	O
.	O
L'eau	O
»	O
rit	O
.	O
Manger	O
est	O
bon	O
.	O
Dormir	O
est	O
doux	O
.	O
»	O
Aimer	O
!	O
Aimer	O
!	O
Vivons	O
!	O
Vivons	O
!	O
Vi	O
-	O
»	O
vons	O
!	O
»	O
